model,target,n_valid,nmae,one_minus_nmae,ficr,within_6pct_rate,between_6_and_8pct_rate,over_8pct_rate
realmlp,kpx_group_1,2443,0.10910666030559889,0.8908933396944011,0.4764971658343439,0.3937781416291445,0.1051985264019648,0.5010233319688907
realmlp,kpx_group_2,2397,0.1184104342320977,0.8815895657679023,0.4887864214897025,0.37004589069670424,0.11556111806424697,0.5143929912390488
realmlp,kpx_group_3,2159,0.1440459849439846,0.8559540150560154,0.3556980349600342,0.28624363131079206,0.08846688281611857,0.6252894858730894
