model,target,step,train_loss,validation_loss,validation_score,training_objective_loss,activity_train_loss,activity_validation_loss,domain_train_loss,domain_train_accuracy,domain_validation_loss,domain_validation_accuracy
realmlp,all,54,0.4914135438831229,0.4735630452632904,0.6402429938316345,1.2178442587977962,0.28441653635941055,0.37817278504371643,0.6837682441661233,0.5389661287006579,0.6716015934944153,0.6753662824630737
realmlp,kpx_group_1,54,0.4839387339980979,0.463486909866333,0.6550040245056152,,,,,,,
realmlp,kpx_group_2,54,0.45616124452728973,0.4431583285331726,0.6556992530822754,,,,,,,
realmlp,kpx_group_3,54,0.5341406484183512,0.5140438079833984,0.6100256443023682,,,,,,,
realmlp,all,55,0.49241230166272115,0.47927120327949524,0.6340867877006531,1.2184655823205646,0.28446271662649353,0.37628456950187683,0.6833838843985608,0.5424354954769737,0.6801145672798157,0.5883699655532837
realmlp,kpx_group_1,55,0.48346374536815445,0.4729711413383484,0.645413875579834,,,,,,,
realmlp,kpx_group_2,55,0.4574159630819371,0.44092005491256714,0.6557862162590027,,,,,,,
realmlp,kpx_group_3,55,0.5363572016358376,0.5239225029945374,0.601060152053833,,,,,,,
realmlp,all,56,0.4960096713743712,0.4928818941116333,0.6214333176612854,1.2243059042252993,0.2861078808966436,0.37113770842552185,0.6853800447363603,0.5358308490953947,0.6813462376594543,0.5384615659713745
realmlp,kpx_group_1,56,0.48626509151960673,0.4962463974952698,0.6243149638175964,,,,,,,
realmlp,kpx_group_2,56,0.4591590871936397,0.4406251311302185,0.6541664600372314,,,,,,,
realmlp,kpx_group_3,56,0.5426048483503493,0.5417740345001221,0.5858184695243835,,,,,,,
realmlp,all,57,0.4964136685195722,0.48593607544898987,0.6274842619895935,1.2232246367554915,0.2861351002203791,0.39340782165527344,0.683890691713283,0.5435855263157895,0.6736217737197876,0.6085164546966553
realmlp,kpx_group_1,57,0.48785790134417384,0.4594684839248657,0.654012143611908,,,,,,,
realmlp,kpx_group_2,57,0.46227779278629705,0.44749775528907776,0.647965669631958,,,,,,,
realmlp,kpx_group_3,57,0.5391053204473696,0.5508420467376709,0.5804749727249146,,,,,,,
realmlp,all,58,0.4973078530869986,0.506784200668335,0.6160483360290527,1.2235393194775832,0.28630607143828746,0.392604798078537,0.6832855743797202,0.5401290090460527,0.6757288575172424,0.6694139242172241
realmlp,kpx_group_1,58,0.48698583833481135,0.5157447457313538,0.614491879940033,,,,,,,
realmlp,kpx_group_2,58,0.4598599558598117,0.44095784425735474,0.6556302309036255,,,,,,,
realmlp,kpx_group_3,58,0.5450777717326817,0.5636500120162964,0.5780228972434998,,,,,,,
realmlp,all,59,0.4955150571308638,0.4900222718715668,0.6244885325431824,1.2241930742012828,0.28713996982888174,0.3944484293460846,0.6856070121652201,0.5395315069901315,0.6821374297142029,0.6163003444671631
realmlp,kpx_group_1,59,0.48844205078325775,0.4798918664455414,0.6366403102874756,,,,,,,
realmlp,kpx_group_2,59,0.45926790292325775,0.4401550889015198,0.6551016569137573,,,,,,,
realmlp,kpx_group_3,59,0.5388352259209281,0.5500196814537048,0.5817238092422485,,,,,,,
realmlp,all,60,0.4907862316620977,0.4847283363342285,0.6279147267341614,1.2165226010899794,0.28468403926021174,0.386631041765213,0.6830337682836934,0.5437332956414473,0.6706970930099487,0.613095223903656
realmlp,kpx_group_1,60,0.4837394074389809,0.45017746090888977,0.6563270688056946,,,,,,,
realmlp,kpx_group_2,60,0.4538453676198658,0.44919252395629883,0.6455636024475098,,,,,,,
realmlp,kpx_group_3,60,0.5347739301229778,0.5548150539398193,0.5818535685539246,,,,,,,
realmlp,all,61,0.4934769284568335,0.4709346294403076,0.6394017338752747,1.2212976750574613,0.2853608468645497,0.3879692554473877,0.6850166156103736,0.5367752878289473,0.675907552242279,0.6959707140922546
realmlp,kpx_group_1,61,0.4831572814207328,0.45297539234161377,0.6601089239120483,,,,,,,
realmlp,kpx_group_2,61,0.4549394273444226,0.43870845437049866,0.6593839526176453,,,,,,,
realmlp,kpx_group_3,61,0.5423340769974809,0.5211198925971985,0.5987123250961304,,,,,,,
realmlp,all,62,0.4912522952807577,0.4910392463207245,0.6254493594169617,1.2186222782260494,0.2852284057359946,0.38068708777427673,0.6845857304962057,0.5436176500822368,0.6800578236579895,0.5714285969734192
realmlp,kpx_group_1,62,0.4839440690059411,0.4575999975204468,0.6562474966049194,,,,,,,
realmlp,kpx_group_2,62,0.45512771488804565,0.44319507479667664,0.650361955165863,,,,,,,
realmlp,kpx_group_3,62,0.5346850944977057,0.57232266664505,0.5697386264801025,,,,,,,
realmlp,all,63,0.4851385500085981,0.49581122398376465,0.622654378414154,1.2116317121606124,0.28196483811265544,0.3738989531993866,0.6841984391212463,0.5406429893092105,0.6675737500190735,0.6185897588729858
realmlp,kpx_group_1,63,0.47608270221634913,0.48941943049430847,0.6300692558288574,,,,,,,
realmlp,kpx_group_2,63,0.451702124194095,0.4403191804885864,0.65751713514328,,,,,,,
realmlp,kpx_group_3,63,0.5276308220468069,0.5576950907707214,0.5803765654563904,,,,,,,
realmlp,all,64,0.48442242529831436,0.4797349274158478,0.63520747423172,1.2121316680782719,0.2800223427383523,0.37120261788368225,0.6857058719584816,0.5359400699013158,0.6723971962928772,0.5782967209815979
realmlp,kpx_group_1,64,0.47720746617568166,0.4338207542896271,0.6753026247024536,,,,,,,
realmlp,kpx_group_2,64,0.44599042362288427,0.4363495111465454,0.6588109731674194,,,,,,,
realmlp,kpx_group_3,64,0.5300693868806488,0.5690345764160156,0.5715089440345764,,,,,,,
realmlp,all,65,0.48135991786655624,0.4821455478668213,0.6320875883102417,1.2074845260695408,0.2797992849036267,0.3650389611721039,0.6841547042131424,0.5543726870888158,0.674694299697876,0.5650182962417603
realmlp,kpx_group_1,65,0.47173835650870677,0.4679903984069824,0.6477206945419312,,,,,,,
realmlp,kpx_group_2,65,0.4466333083416286,0.43345436453819275,0.6622283458709717,,,,,,,
realmlp,kpx_group_3,65,0.5257080973763215,0.5449918508529663,0.5863136053085327,,,,,,,
realmlp,all,66,0.47567764081453023,0.48745623230934143,0.6280967593193054,1.201060044138055,0.27460795072348493,0.3595622479915619,0.6841912175479689,0.5561330694901315,0.696314811706543,0.4372710585594177
realmlp,kpx_group_1,66,0.46628269043407944,0.4611039459705353,0.6509190797805786,,,,,,,
realmlp,kpx_group_2,66,0.44070262540327876,0.430679053068161,0.6633776426315308,,,,,,,
realmlp,kpx_group_3,66,0.5200476015084669,0.5705856680870056,0.5699936151504517,,,,,,,
realmlp,all,67,0.4740731473031797,0.4777778089046478,0.6335446238517761,1.1993081585357064,0.2752626173590359,0.35269108414649963,0.68394562053053,0.5504343133223685,0.6639271378517151,0.6048534512519836
realmlp,kpx_group_1,67,0.4655426748489079,0.4621213674545288,0.6522542238235474,,,,,,,
realmlp,kpx_group_2,67,0.4376270496531537,0.4456675946712494,0.650145947933197,,,,,,,
realmlp,kpx_group_3,67,0.5190497111333044,0.5255444645881653,0.598233699798584,,,,,,,
realmlp,all,68,0.4670497147660506,0.483978271484375,0.6323750615119934,1.1936070793553402,0.27308111990752976,0.3639892041683197,0.6855952002500233,0.5499588815789473,0.6810681223869324,0.5489926934242249
realmlp,kpx_group_1,68,0.45651677290075704,0.4839518964290619,0.6375831365585327,,,,,,,
realmlp,kpx_group_2,68,0.43437826594239787,0.4306793212890625,0.6653931140899658,,,,,,,
realmlp,kpx_group_3,68,0.5102541042785895,0.5373035669326782,0.5941489934921265,,,,,,,
realmlp,all,69,0.4630755821340962,0.48029327392578125,0.6346146464347839,1.1881927079276036,0.27091848418900843,0.35978785157203674,0.6844793487536279,0.5503572162828947,0.6953954100608826,0.5329670310020447
realmlp,kpx_group_1,69,0.4533622676604672,0.46845191717147827,0.6475851535797119,,,,,,,
realmlp,kpx_group_2,69,0.4277461194678357,0.4328530728816986,0.664543628692627,,,,,,,
realmlp,kpx_group_3,69,0.5081183506469977,0.5395748615264893,0.5917151570320129,,,,,,,
realmlp,all,70,0.4594898192506087,0.46614208817481995,0.641591489315033,1.183285975142529,0.26920137083844137,0.37889206409454346,0.6834159399333753,0.5541092722039473,0.6850844025611877,0.47252747416496277
realmlp,kpx_group_1,70,0.45235862308426905,0.45257580280303955,0.6586342453956604,,,,,,,
realmlp,kpx_group_2,70,0.42299386113882065,0.44570377469062805,0.6504316329956055,,,,,,,
realmlp,kpx_group_3,70,0.5031169609803903,0.5001465678215027,0.6157086491584778,,,,,,,
realmlp,all,71,0.4561333593569304,0.47396495938301086,0.6397303938865662,1.1808996467213881,0.2673078610708839,0.35844412446022034,0.684670101655157,0.5558760793585527,0.6806651949882507,0.5219780206680298
realmlp,kpx_group_1,71,0.45008913741299983,0.4487253427505493,0.6638588905334473,,,,,,,
realmlp,kpx_group_2,71,0.4226791297918872,0.4381132125854492,0.6590515375137329,,,,,,,
realmlp,kpx_group_3,71,0.4956318022389161,0.5350564122200012,0.596280574798584,,,,,,,
realmlp,all,72,0.45285338320230184,0.4741683900356293,0.6401903033256531,1.1761950834801322,0.2643196304377757,0.36827635765075684,0.6836937728681063,0.5500038548519737,0.6947222352027893,0.46565935015678406
realmlp,kpx_group_1,72,0.44351575131479065,0.4641485810279846,0.6521543860435486,,,,,,,
realmlp,kpx_group_2,72,0.41958977948678167,0.4331495761871338,0.6660314798355103,,,,,,,
realmlp,kpx_group_3,72,0.49545462076601227,0.525206983089447,0.6023851633071899,,,,,,,
realmlp,all,73,0.4447041918572627,0.45980915427207947,0.6497589945793152,1.1676498353481293,0.26203274373945434,0.35818615555763245,0.6836407302241576,0.5632388466282895,0.6760856509208679,0.5201465487480164
realmlp,kpx_group_1,73,0.43814417562986674,0.4450908303260803,0.6661566495895386,,,,,,,
realmlp,kpx_group_2,73,0.4116456810581057,0.4369441866874695,0.6626695394515991,,,,,,,
realmlp,kpx_group_3,73,0.4843227165310006,0.4973922669887543,0.6204508543014526,,,,,,,
realmlp,all,74,0.4395608411807763,0.4728262424468994,0.6399410367012024,1.1603878375731016,0.2608021440866746,0.3553280830383301,0.6817066661621395,0.568346525493421,0.6703938841819763,0.5398351550102234
realmlp,kpx_group_1,74,0.43143714297758906,0.45800158381462097,0.6554962992668152,,,,,,,
realmlp,kpx_group_2,74,0.4065659187341991,0.43876907229423523,0.6569852232933044,,,,,,,
realmlp,kpx_group_3,74,0.48067947555529444,0.5217080116271973,0.6073416471481323,,,,,,,
realmlp,all,75,0.4309930338671333,0.4841918647289276,0.631931722164154,1.1523099714203884,0.25699036254694585,0.37272942066192627,0.6827683637016698,0.5587864925986842,0.6685572862625122,0.5618131756782532
realmlp,kpx_group_1,75,0.42380328162720327,0.47975704073905945,0.640257716178894,,,,,,,
realmlp,kpx_group_2,75,0.39859036748346527,0.44080471992492676,0.656019389629364,,,,,,,
realmlp,kpx_group_3,75,0.4705854548435462,0.5320138335227966,0.5995181798934937,,,,,,,
realmlp,all,76,0.4260503504621355,0.4683903455734253,0.6441049575805664,1.1485574370936344,0.2541232910987578,0.35449132323265076,0.6843885936235127,0.5576364617598685,0.6715260148048401,0.5476190447807312
realmlp,kpx_group_1,76,0.41754976150236633,0.46254658699035645,0.6535718441009521,,,,,,,
realmlp,kpx_group_2,76,0.3968998723124203,0.4297912120819092,0.6653527021408081,,,,,,,
realmlp,kpx_group_3,76,0.4637014324727811,0.512833297252655,0.6133902668952942,,,,,,,
realmlp,all,77,0.41949487006977987,0.47090402245521545,0.64122074842453,1.1416308973964893,0.2507741661056092,0.3536299765110016,0.6845199010874096,0.562365080180921,0.6796563267707825,0.4853479862213135
realmlp,kpx_group_1,77,0.4133333767715253,0.45439058542251587,0.6593417525291443,,,,,,,
realmlp,kpx_group_2,77,0.38958831366739777,0.4389478862285614,0.6574528217315674,,,,,,,
realmlp,kpx_group_3,77,0.4555629095748851,0.5193736553192139,0.6068677306175232,,,,,,,
realmlp,all,78,0.41287291638161006,0.4924321472644806,0.6272931694984436,1.133109189962086,0.25042396156411423,0.3524210751056671,0.6826726802085575,0.5713790090460527,0.6787338852882385,0.4972527325153351
realmlp,kpx_group_1,78,0.4078816395056875,0.49164819717407227,0.6324816346168518,,,,,,,
realmlp,kpx_group_2,78,0.38519084296728434,0.43697771430015564,0.6615729331970215,,,,,,,
realmlp,kpx_group_3,78,0.4455462788280688,0.5486705899238586,0.5878249406814575,,,,,,,
realmlp,all,79,0.40704696939179774,0.4777153432369232,0.6363275647163391,1.126596290814249,0.2475916153114093,0.3593498170375824,0.6824105860371339,0.5769299958881579,0.6677370667457581,0.5306776762008667
realmlp,kpx_group_1,79,0.4003953286691716,0.4561636745929718,0.6565728783607483,,,,,,,
realmlp,kpx_group_2,79,0.380254332564379,0.43998703360557556,0.6586220264434814,,,,,,,
realmlp,kpx_group_3,79,0.4404912649800903,0.5369952917098999,0.5937879085540771,,,,,,,
realmlp,all,80,0.4020534506753871,0.48305463790893555,0.631959855556488,1.1207844614982605,0.24450540111253136,0.35603153705596924,0.6820551941269323,0.564562345805921,0.6677459478378296,0.5540292859077454
realmlp,kpx_group_1,80,0.39852850962626307,0.4737004041671753,0.6440162062644958,,,,,,,
realmlp,kpx_group_2,80,0.3732723711352599,0.4396834671497345,0.6567771434783936,,,,,,,
realmlp,kpx_group_3,80,0.4343594696960951,0.5357798933982849,0.5950862169265747,,,,,,,
realmlp,all,81,0.39569567575266484,0.47471845149993896,0.6388913989067078,1.1147208652998273,0.2423447088191384,0.3640596866607666,0.6826734793813605,0.5776431435032895,0.6720303893089294,0.528388261795044
realmlp,kpx_group_1,81,0.390377104674515,0.4569242298603058,0.6554486751556396,,,,,,,
realmlp,kpx_group_2,81,0.36778223161634643,0.43607503175735474,0.6603662967681885,,,,,,,
realmlp,kpx_group_3,81,0.4289277031233436,0.5311561226844788,0.6008592247962952,,,,,,,
realmlp,all,82,0.39114982830850703,0.4790807068347931,0.6350002884864807,1.1090560131951381,0.24036068430072383,0.3608161509037018,0.6818520669874392,0.5785297594572368,0.6713757514953613,0.5402930378913879
realmlp,kpx_group_1,82,0.38745096992505224,0.4685208201408386,0.6471492648124695,,,,,,,
realmlp,kpx_group_2,82,0.36469681208070953,0.43364861607551575,0.6629247069358826,,,,,,,
realmlp,kpx_group_3,82,0.42130170840966075,0.5350727438926697,0.5949269533157349,,,,,,,
realmlp,all,83,0.38545547974737066,0.47550758719444275,0.6387888789176941,1.1030356899688118,0.2396180768938441,0.35673487186431885,0.6816374957561493,0.5834511204769737,0.6750175356864929,0.5228937864303589
realmlp,kpx_group_1,83,0.3824221934927137,0.462472528219223,0.6510794758796692,,,,,,,
realmlp,kpx_group_2,83,0.3589066702284311,0.43486469984054565,0.6644080877304077,,,,,,,
realmlp,kpx_group_3,83,0.4150375782659179,0.52918541431427,0.6008788347244263,,,,,,,
realmlp,all,84,0.3800404216898115,0.47688722610473633,0.6375991106033325,1.097498169070796,0.23840695580369548,0.35906514525413513,0.6816966980695724,0.5806884765625,0.6721063256263733,0.5370879173278809
realmlp,kpx_group_1,84,0.3776267586570037,0.4629066586494446,0.6537895798683167,,,,,,,
realmlp,kpx_group_2,84,0.3548126342265229,0.4360845983028412,0.6599738597869873,,,,,,,
realmlp,kpx_group_3,84,0.40768186826454966,0.5316703915596008,0.5990339517593384,,,,,,,
realmlp,all,85,0.3773758156519187,0.48033058643341064,0.6356609463691711,1.0940813202607005,0.23697994767050995,0.3584543466567993,0.681158508909376,0.5873766447368421,0.6770140528678894,0.5137362480163574
realmlp,kpx_group_1,85,0.373917161241958,0.4695686995983124,0.648269772529602,,,,,,,
realmlp,kpx_group_2,85,0.35150759078954397,0.4352976977825165,0.6630615592002869,,,,,,,
realmlp,kpx_group_3,85,0.40670270551192134,0.5361254215240479,0.5956515669822693,,,,,,,
realmlp,all,86,0.3723719837634187,0.4779227674007416,0.6379435658454895,1.087640610180403,0.23574967113764664,0.35934460163116455,0.6799061753247914,0.5881990131578947,0.6759518384933472,0.5155677795410156
realmlp,kpx_group_1,86,0.37006741762161255,0.46737366914749146,0.6485992670059204,,,,,,,
realmlp,kpx_group_2,86,0.3475445732474327,0.4329293668270111,0.6659416556358337,,,,,,,
realmlp,kpx_group_3,86,0.39950395297063024,0.5334652662277222,0.5992898344993591,,,,,,,
realmlp,all,87,0.36922512399522883,0.47921422123908997,0.6362901329994202,1.085152334288547,0.23455777038869105,0.3573193848133087,0.68074353666682,0.5812474300986842,0.6728662252426147,0.5297619104385376
realmlp,kpx_group_1,87,0.36699887286675603,0.465750128030777,0.649437427520752,,,,,,,
realmlp,kpx_group_2,87,0.3457516976877263,0.43702951073646545,0.6612791419029236,,,,,,,
realmlp,kpx_group_3,87,0.39492480652896983,0.5348631143569946,0.5981539487838745,,,,,,,
realmlp,all,88,0.36673358004344137,0.4764483869075775,0.6386354565620422,1.0820977656464827,0.23398726139413684,0.3582865297794342,0.6802660995408109,0.5830913342927632,0.6754639744758606,0.5206043720245361
realmlp,kpx_group_1,88,0.36602265583841426,0.46184292435646057,0.6529491543769836,,,,,,,
realmlp,kpx_group_2,88,0.34202612505147334,0.4366338849067688,0.6634954810142517,,,,,,,
realmlp,kpx_group_3,88,0.3921519564954858,0.5308683514595032,0.5994616746902466,,,,,,,
realmlp,all,89,0.36560533195734024,0.4797883927822113,0.6365411281585693,1.0810798579140712,0.23325417661353162,0.35873234272003174,0.6804864069348887,0.5812153063322368,0.6734073162078857,0.5343406796455383
realmlp,kpx_group_1,89,0.3639825606032422,0.46601444482803345,0.6496833562850952,,,,,,,
realmlp,kpx_group_2,89,0.3418197922016445,0.4376979470252991,0.6623867750167847,,,,,,,
realmlp,kpx_group_3,89,0.3910136336558743,0.535652756690979,0.5975533127784729,,,,,,,
realmlp,all,90,0.36373854506956904,0.4792992174625397,0.6368466019630432,1.0788146210344214,0.23251123745974742,0.3591240644454956,0.6801993878264176,0.582288240131579,0.6739259958267212,0.5325091481208801
realmlp,kpx_group_1,90,0.36181007404076426,0.465908408164978,0.6496393084526062,,,,,,,
realmlp,kpx_group_2,90,0.3399472162127495,0.4363836348056793,0.6640925407409668,,,,,,,
realmlp,kpx_group_3,90,0.38945835044509486,0.5356057286262512,0.5968079566955566,,,,,,,
realmlp,all,91,0.36095049742021057,0.47828689217567444,0.6379292011260986,1.0762784308508824,0.23238322825024002,0.35926398634910583,0.6804704556339666,0.5823717619243421,0.6740623712539673,0.5325091481208801
realmlp,kpx_group_1,91,0.36082325287555395,0.46746304631233215,0.6484053730964661,,,,,,,
realmlp,kpx_group_2,91,0.3389037878889787,0.4367835521697998,0.6645699143409729,,,,,,,
realmlp,kpx_group_3,91,0.38312445071182755,0.5306141376495361,0.6008123755455017,,,,,,,
realmlp,all,92,0.36193173927696126,0.4783186912536621,0.6378251314163208,1.07748366029639,0.23236878294693797,0.3595827519893646,0.6806965995776025,0.5835217927631579,0.6741083860397339,0.5288461446762085
realmlp,kpx_group_1,92,0.36034055211042104,0.46583524346351624,0.6497209668159485,,,,,,,
realmlp,kpx_group_2,92,0.33945782521837636,0.4370388686656952,0.6634514331817627,,,,,,,
realmlp,kpx_group_3,92,0.38599684089422226,0.5320819616317749,0.6003029942512512,,,,,,,
realmlp,all,93,0.3607926325578439,0.4784235656261444,0.6377132534980774,1.0762221593605845,0.23223459779431946,0.3595692813396454,0.6805943391825023,0.5828536184210527,0.6742576360702515,0.5279303789138794
realmlp,kpx_group_1,93,0.35909248927706167,0.4662703275680542,0.6493508815765381,,,,,,,
realmlp,kpx_group_2,93,0.3381679501188429,0.4369161128997803,0.6636927723884583,,,,,,,
realmlp,kpx_group_3,93,0.385117464943936,0.5320842266082764,0.6000962257385254,,,,,,,
realmlp,all,94,0.36053112462947245,0.47836652398109436,0.6377663612365723,1.0761697684463702,0.2322779160581137,0.3595893383026123,0.6807969620353297,0.5828214946546053,0.6742197275161743,0.528388261795044
realmlp,kpx_group_1,94,0.35951116641885356,0.46611595153808594,0.649277925491333,,,,,,,
realmlp,kpx_group_2,94,0.33802129759600286,0.43692120909690857,0.6636797189712524,,,,,,,
realmlp,kpx_group_3,94,0.3840609181084131,0.5320624113082886,0.6003413200378418,,,,,,,
realmlp,all,95,0.36100135233841446,0.4784470498561859,0.6383610367774963,1.0765178454549689,0.2325666744850184,0.359544962644577,0.6806314924829885,0.5842220908717105,0.6742547154426575,0.5270146727561951
realmlp,kpx_group_1,95,0.3593397634594064,0.4655992388725281,0.651404619216919,,,,,,,
realmlp,kpx_group_2,95,0.3384660086349437,0.4367445111274719,0.664065957069397,,,,,,,
realmlp,kpx_group_3,95,0.38519827590176936,0.5329972505569458,0.5996126532554626,,,,,,,
realmlp,all,96,0.36059341226753433,0.47960028052330017,0.6365087628364563,1.0768161118030548,0.23275785795167872,0.3595717251300812,0.6813090184801504,0.582994962993421,0.6739910244941711,0.5297619104385376
realmlp,kpx_group_1,96,0.35978995969420985,0.465283066034317,0.6508165597915649,,,,,,,
realmlp,kpx_group_2,96,0.33895690543086904,0.43697962164878845,0.6631567478179932,,,,,,,
realmlp,kpx_group_3,96,0.3830333650112152,0.5365381240844727,0.5955531597137451,,,,,,,
realmlp,all,97,0.36073114252404165,0.47863927483558655,0.6377222537994385,1.076160840298,0.23226813756321607,0.3589332103729248,0.6805894868938547,0.5818449321546053,0.6738395690917969,0.5306776762008667
realmlp,kpx_group_1,97,0.3610180926166083,0.46591150760650635,0.6496957540512085,,,,,,,
realmlp,kpx_group_2,97,0.33695496540320546,0.4373173713684082,0.6642875671386719,,,,,,,
realmlp,kpx_group_3,97,0.3842203597489156,0.5326889157295227,0.5991834402084351,,,,,,,
realmlp,all,98,0.3620470511285882,0.48049482703208923,0.6359446048736572,1.077826898348959,0.2322773168745794,0.3605281412601471,0.6809382454345101,0.5818513569078947,0.6728038191795349,0.5338827967643738
realmlp,kpx_group_1,98,0.3607944163836931,0.46778494119644165,0.6490617990493774,,,,,,,
realmlp,kpx_group_2,98,0.33869143104866933,0.4387374520301819,0.6628376841545105,,,,,,,
realmlp,kpx_group_3,98,0.3866553067376739,0.5349620580673218,0.5959343910217285,,,,,,,
realmlp,all,99,0.3611085975640698,0.48058804869651794,0.6356519460678101,1.0767170896655636,0.2326645327633933,0.3589552342891693,0.6807088012758055,0.5814979954769737,0.6745072603225708,0.5274725556373596
realmlp,kpx_group_1,99,0.35935717389771815,0.46622776985168457,0.6512265205383301,,,,,,,
realmlp,kpx_group_2,99,0.33891185490708603,0.43932044506073,0.661564826965332,,,,,,,
realmlp,kpx_group_3,99,0.38505677408293676,0.5362158417701721,0.5941644310951233,,,,,,,
realmlp,all,100,0.36244723789001765,0.47997674345970154,0.6351565718650818,1.0785992616101314,0.23321184790448138,0.36134228110313416,0.681170243965952,0.58203125,0.6722721457481384,0.5320512652397156
realmlp,kpx_group_1,100,0.3612249062249535,0.4640248417854309,0.6509727239608765,,,,,,,
realmlp,kpx_group_2,100,0.33959469199180603,0.43751776218414307,0.6611731648445129,,,,,,,
realmlp,kpx_group_3,100,0.38652210917912033,0.5383875370025635,0.593323826789856,,,,,,,
realmlp,all,101,0.36384213755005285,0.4785807430744171,0.6383271813392639,1.079719797561043,0.23240562489158229,0.35985732078552246,0.6810168208260285,0.5810225637335527,0.6712828874588013,0.541208803653717
realmlp,kpx_group_1,101,0.36294544056842204,0.46393170952796936,0.6526344418525696,,,,,,,
realmlp,kpx_group_2,101,0.33943808627756017,0.44196775555610657,0.6599374413490295,,,,,,,
realmlp,kpx_group_3,101,0.38914288776485545,0.5298427939414978,0.6024096012115479,,,,,,,
realmlp,all,102,0.36402997021612366,0.47945132851600647,0.6357380747795105,1.0797143327562433,0.23260375935780375,0.36188337206840515,0.6807938069105148,0.5800395764802632,0.6735440492630005,0.5270146727561951
realmlp,kpx_group_1,102,0.3631082530084409,0.4620650112628937,0.6515754461288452,,,,,,,
realmlp,kpx_group_2,102,0.33938244416525487,0.43878158926963806,0.659999668598175,,,,,,,
realmlp,kpx_group_3,102,0.3895992115139961,0.5375074744224548,0.5956390500068665,,,,,,,
realmlp,all,103,0.3642893045356399,0.48288536071777344,0.633892297744751,1.0804292496881986,0.23273605990566706,0.3593802750110626,0.6812295168638229,0.5800460012335527,0.6750646233558655,0.5329670310020447
realmlp,kpx_group_1,103,0.3621745807559867,0.4615558683872223,0.6528308391571045,,,,,,,
realmlp,kpx_group_2,103,0.3410943742645414,0.4419637620449066,0.6576687097549438,,,,,,,
realmlp,kpx_group_3,103,0.3895989613313424,0.5451363921165466,0.5911774039268494,,,,,,,
realmlp,all,104,0.36543729038614975,0.4792461395263672,0.6355223059654236,1.0820337706490566,0.23307779313702331,0.3553415834903717,0.6816348151156777,0.5776816920230263,0.6747228503227234,0.5370879173278809
realmlp,kpx_group_1,104,0.3631002538298306,0.4662112295627594,0.6482598185539246,,,,,,,
realmlp,kpx_group_2,104,0.3412852808833122,0.44031453132629395,0.6580580472946167,,,,,,,
realmlp,kpx_group_3,104,0.3919263407588005,0.5312126874923706,0.6002491116523743,,,,,,,
realmlp,all,105,0.36614596530010823,0.4804117977619171,0.6351791620254517,1.0832647618494535,0.23272032937721202,0.35999664664268494,0.6822107497014498,0.5760883532072368,0.6724367737770081,0.5691391825675964
realmlp,kpx_group_1,105,0.3641277210492837,0.47090768814086914,0.6484329104423523,,,,,,,
realmlp,kpx_group_2,105,0.3433842129613224,0.4355701208114624,0.661347508430481,,,,,,,
realmlp,kpx_group_3,105,0.3909259465964217,0.5347576141357422,0.5957571268081665,,,,,,,
realmlp,all,106,0.3659518459125569,0.4810585081577301,0.6353631615638733,1.0828984834645923,0.2333160599595622,0.35621902346611023,0.681949222558423,0.5720857319078947,0.6762035489082336,0.5228937864303589
realmlp,kpx_group_1,106,0.36467617005109787,0.4655532240867615,0.6509459614753723,,,,,,,
realmlp,kpx_group_2,106,0.3422273495479634,0.43779298663139343,0.6608899235725403,,,,,,,
realmlp,kpx_group_3,106,0.39095200990375717,0.5398291945457458,0.5942535996437073,,,,,,,
realmlp,all,107,0.3673081794067433,0.47889700531959534,0.6365458965301514,1.0848470392980074,0.23270063964944138,0.35883745551109314,0.6826337662182356,0.5766344572368421,0.6826323866844177,0.531593382358551
realmlp,kpx_group_1,107,0.3649153062387517,0.46462172269821167,0.6509144306182861,,,,,,,
realmlp,kpx_group_2,107,0.343690392218138,0.43833646178245544,0.6613510251045227,,,,,,,
realmlp,kpx_group_3,107,0.39331882995994466,0.5337327122688293,0.59737229347229,,,,,,,
realmlp,all,108,0.36747508809754725,0.4811747074127197,0.633911669254303,1.0854023067574752,0.23249292863827004,0.36395397782325745,0.683053278609326,0.5701133326480263,0.6755099892616272,0.5375458002090454
realmlp,kpx_group_1,108,0.3658748378879146,0.4675097167491913,0.6490428447723389,,,,,,,
realmlp,kpx_group_2,108,0.34256139711329814,0.4400230348110199,0.658958911895752,,,,,,,
realmlp,kpx_group_3,108,0.39398902811502157,0.5359912514686584,0.5937331914901733,,,,,,,
realmlp,all,109,0.36870669416691126,0.48530685901641846,0.631748378276825,1.0857043156498356,0.23274252838210055,0.36232367157936096,0.6820862567738483,0.573717619243421,0.6742610335350037,0.5439560413360596
realmlp,kpx_group_1,109,0.36635606500663254,0.46346351504325867,0.6528761386871338,,,,,,,
realmlp,kpx_group_2,109,0.34452220954393087,0.4418105185031891,0.6557809114456177,,,,,,,
realmlp,kpx_group_3,109,0.3952417946175525,0.5506466627120972,0.5865879058837891,,,,,,,
realmlp,all,110,0.3695953331495586,0.48508766293525696,0.6310820579528809,1.0876339815164868,0.23320747657041802,0.35702380537986755,0.6830575293616244,0.5671579461348685,0.6818554997444153,0.5059523582458496
realmlp,kpx_group_1,110,0.37054900550528574,0.46872374415397644,0.6462141871452332,,,,,,,
realmlp,kpx_group_2,110,0.3447490671747609,0.4410499632358551,0.6584762930870056,,,,,,,
