model,target,n_valid,nmae,one_minus_nmae,ficr,within_6pct_rate,between_6_and_8pct_rate,over_8pct_rate
realmlp,kpx_group_1,2443,0.12402268394495092,0.875977316055049,0.4535068403071806,0.310683585755219,0.09496520671305772,0.5943512075317233
realmlp,kpx_group_2,2397,0.11491556896021607,0.885084431039784,0.48338958339239163,0.3667083854818523,0.10304547350855235,0.5302461410095953
realmlp,kpx_group_3,2159,0.14717994558164482,0.8528200544183552,0.35095740425913513,0.2871699861046781,0.09309865678554886,0.619731357109773
