model,target,step,train_loss,validation_loss,validation_score
realmlp,all,1,1.1209414075402653,0.7672536969184875,0.3916190564632416
realmlp,kpx_group_1,1,1.128750073559144,0.7400169968605042,0.42602407932281494
realmlp,kpx_group_2,1,1.1115086885059582,0.7645474076271057,0.38616943359375
realmlp,kpx_group_3,1,1.1225654868518604,0.7971968054771423,0.3626635670661926
realmlp,all,2,1.0484101632062126,0.7963072657585144,0.3653552532196045
realmlp,kpx_group_1,2,1.0432884675614975,0.9090635776519775,0.2458193451166153
realmlp,kpx_group_2,2,1.0399974865071915,0.7272126078605652,0.45049384236335754
realmlp,kpx_group_3,2,1.061944512759938,0.7526454925537109,0.3997526168823242
realmlp,all,3,1.002800257766948,0.729580819606781,0.4071686267852783
realmlp,kpx_group_1,3,1.0030077660785002,0.86419677734375,0.28668156266212463
realmlp,kpx_group_2,3,0.987734012744006,0.6414276361465454,0.4765542149543762
realmlp,kpx_group_3,3,1.0176590006141102,0.6831178665161133,0.45827019214630127
realmlp,all,4,0.9733336462694056,0.6951859593391418,0.4956452548503876
realmlp,kpx_group_1,4,0.9666376955368939,0.8189101219177246,0.46144646406173706
realmlp,kpx_group_2,4,0.9639557486071306,0.6196252703666687,0.5217655897140503
realmlp,kpx_group_3,4,0.9894074692445642,0.6470227241516113,0.5037236213684082
realmlp,all,5,0.9271070142002666,0.7714626789093018,0.4246220588684082
realmlp,kpx_group_1,5,0.9145653046229306,0.8876333236694336,0.40998101234436035
realmlp,kpx_group_2,5,0.9156513179049772,0.7566556930541992,0.39313480257987976
realmlp,kpx_group_3,5,0.9511043832582586,0.6700990796089172,0.4707503318786621
realmlp,all,6,0.8815345509963877,0.6525284647941589,0.5210373401641846
realmlp,kpx_group_1,6,0.8678537212750491,0.6476181745529175,0.5058046579360962
realmlp,kpx_group_2,6,0.8725043543997932,0.5964807868003845,0.5316019058227539
realmlp,kpx_group_3,6,0.9042455948450986,0.7134864926338196,0.5257055163383484
realmlp,all,7,0.8240974764613545,0.696425199508667,0.4605904519557953
realmlp,kpx_group_1,7,0.8228799393948387,0.7186456918716431,0.44286155700683594
realmlp,kpx_group_2,7,0.809376341455123,0.6918119788169861,0.46243059635162354
realmlp,kpx_group_3,7,0.8400361748302684,0.6788177490234375,0.476479172706604
realmlp,all,8,0.7777811788460788,0.6483293175697327,0.5136407613754272
realmlp,kpx_group_1,8,0.7690967312630486,0.6321632862091064,0.5199668407440186
realmlp,kpx_group_2,8,0.7669469179476008,0.5775848627090454,0.547737181186676
realmlp,kpx_group_3,8,0.7972998724264257,0.7352399230003357,0.4732182025909424
realmlp,all,9,0.7311940806753495,0.5357071757316589,0.5827131867408752
realmlp,kpx_group_1,9,0.7217486106297549,0.4956303536891937,0.6156737804412842
realmlp,kpx_group_2,9,0.7186534448581583,0.5076426863670349,0.6007603406906128
realmlp,kpx_group_3,9,0.753180181278902,0.6038485169410706,0.5317054390907288
realmlp,all,10,0.6883324332096997,0.5770949721336365,0.5594885945320129
realmlp,kpx_group_1,10,0.6939540987505632,0.6291949152946472,0.5288987159729004
realmlp,kpx_group_2,10,0.6807611400590223,0.47699615359306335,0.6230003833770752
realmlp,kpx_group_3,10,0.6902820678318248,0.6250939965248108,0.5265668034553528
realmlp,all,11,0.6608400923364303,0.5558841228485107,0.5776059031486511
realmlp,kpx_group_1,11,0.6631861478090286,0.582786500453949,0.5632252097129822
realmlp,kpx_group_2,11,0.6503298782250461,0.4761938452720642,0.6268864274024963
realmlp,kpx_group_3,11,0.6690042536048328,0.6086719632148743,0.5427061319351196
realmlp,all,12,0.6413362376830157,0.5453830361366272,0.5874503254890442
realmlp,kpx_group_1,12,0.6421370593940511,0.5693424940109253,0.575900137424469
realmlp,kpx_group_2,12,0.629753004102146,0.4802631437778473,0.6326330304145813
realmlp,kpx_group_3,12,0.6521186548120835,0.5865435600280762,0.5538178086280823
realmlp,all,13,0.6277190061176524,0.5368342995643616,0.5919625759124756
realmlp,kpx_group_1,13,0.6323705017566681,0.5533576607704163,0.5824829339981079
realmlp,kpx_group_2,13,0.6143808803137611,0.47260016202926636,0.6381692886352539
realmlp,kpx_group_3,13,0.6364056257640615,0.5845451951026917,0.5552355647087097
realmlp,all,14,0.6270928856204537,0.537259578704834,0.5920074582099915
realmlp,kpx_group_1,14,0.6286643568207236,0.5532569885253906,0.5830680131912231
realmlp,kpx_group_2,14,0.6166756828041637,0.47348693013191223,0.6374691128730774
realmlp,kpx_group_3,14,0.6359386154833961,0.5850347280502319,0.555485188961029
realmlp,all,15,0.6261707553092171,0.5299221873283386,0.5978472828865051
realmlp,kpx_group_1,15,0.6295484015170265,0.5433714389801025,0.5929604172706604
realmlp,kpx_group_2,15,0.6155392501284095,0.4720137119293213,0.6384114623069763
realmlp,kpx_group_3,15,0.6334246037637487,0.5743814706802368,0.5621700882911682
realmlp,all,16,0.626995638012886,0.5405446887016296,0.5886934399604797
realmlp,kpx_group_1,16,0.6317777028855156,0.5354233980178833,0.59759122133255
realmlp,kpx_group_2,16,0.6153778705526801,0.5011721849441528,0.6172237396240234
realmlp,kpx_group_3,16,0.6338313256993013,0.5850385427474976,0.5512653589248657
realmlp,all,17,0.6348137706518173,0.5602098107337952,0.5772932171821594
realmlp,kpx_group_1,17,0.6366182758527643,0.5713377594947815,0.5730613470077515
realmlp,kpx_group_2,17,0.623178581104559,0.5146133303642273,0.6057442426681519
realmlp,kpx_group_3,17,0.6446444637635175,0.5946784615516663,0.5530741214752197
realmlp,all,18,0.6397327526527292,0.517686665058136,0.602149486541748
realmlp,kpx_group_1,18,0.6457290000775281,0.4334503412246704,0.6698006987571716
