model,target,n_fit_rows,best_iteration,max_training_length,loss_name,selection_metric,elapsed_seconds
realmlp,kpx_group_1,17411,50,50,sigmoid-ficr-aware,monthly-balanced-ficr-aware-loss,3245.047752799932
realmlp,kpx_group_2,17412,50,50,sigmoid-ficr-aware,monthly-balanced-ficr-aware-loss,3245.047752799932
realmlp,kpx_group_3,8749,50,50,sigmoid-ficr-aware,monthly-balanced-ficr-aware-loss,3245.047752799932
