model,target,step,train_loss,validation_loss,validation_score
realmlp,kpx_group_1,1,1.0715280560886158,0.6851060390472412,0.45854300260543823
realmlp,kpx_group_1,2,1.136860926361645,0.7736324071884155,0.3789110481739044
realmlp,kpx_group_1,3,1.0338327884674072,0.7072160840034485,0.4344598948955536
realmlp,kpx_group_1,4,0.8791859675856197,0.7124372720718384,0.44257184863090515
realmlp,kpx_group_1,5,0.8378479401854908,0.6890270709991455,0.4614243507385254
realmlp,kpx_group_1,6,0.8440467943163479,0.65141361951828,0.495369553565979
realmlp,kpx_group_1,7,0.7902864752446904,0.7086368799209595,0.4511201083660126
realmlp,kpx_group_1,8,0.7594290726325091,0.6736103296279907,0.48659300804138184
realmlp,kpx_group_1,9,0.6893821402507669,0.6714110374450684,0.4880705177783966
realmlp,kpx_group_1,10,0.6383579110398012,0.5795568227767944,0.5658712983131409
realmlp,kpx_group_1,11,0.5959447026252747,0.5790227651596069,0.5665304660797119
realmlp,kpx_group_1,12,0.5533746384522494,0.524238109588623,0.6088104248046875
realmlp,kpx_group_1,13,0.5182156558422482,0.46782609820365906,0.6449950933456421
realmlp,kpx_group_1,14,0.5065356620094356,0.4568362236022949,0.6587334871292114
realmlp,kpx_group_1,15,0.5118394437081674,0.4824683666229248,0.6350307464599609
realmlp,kpx_group_1,16,0.5290094219586429,0.5455679893493652,0.592453122138977
realmlp,kpx_group_1,17,0.5638423264026642,0.5255354642868042,0.6014645099639893
realmlp,kpx_group_1,18,0.6009727041510975,0.6059410572052002,0.5421108603477478
realmlp,kpx_group_1,19,0.6375510867904214,0.6296423077583313,0.5129016637802124
realmlp,kpx_group_1,20,0.6703264064648572,0.6244724988937378,0.5184887051582336
realmlp,kpx_group_1,21,0.7169209578458,0.6595562100410461,0.49562162160873413
realmlp,kpx_group_1,22,0.7223044493619133,0.6403651237487793,0.5044714212417603
realmlp,kpx_group_1,23,0.7522885501384735,0.7269730567932129,0.43302372097969055
realmlp,kpx_group_1,24,0.7845344447037753,0.6389884352684021,0.5031206607818604
realmlp,kpx_group_1,25,0.7717316203257617,0.6936376690864563,0.46755337715148926
realmlp,kpx_group_1,26,0.7534205308731865,0.6569496393203735,0.4920763373374939
realmlp,kpx_group_1,27,0.7456696392858729,0.6703446507453918,0.47796469926834106
realmlp,kpx_group_1,28,0.736434692845625,0.6925939321517944,0.46560245752334595
realmlp,kpx_group_1,29,0.7211730602909537,0.6308878064155579,0.5137256383895874
realmlp,kpx_group_1,30,0.7047289136578055,0.6773107051849365,0.48182716965675354
realmlp,kpx_group_1,31,0.6541167953435112,0.6244152784347534,0.5240715742111206
realmlp,kpx_group_1,32,0.6273966484210071,0.6491722464561462,0.507843554019928
