model,target,n_fit_rows,best_iteration,max_training_length,loss_name,selection_metric,elapsed_seconds
realmlp,kpx_group_1,17411,44,200,ficr-aware,ficr-aware-loss,3097.2641602999065
realmlp,kpx_group_2,17412,44,200,ficr-aware,ficr-aware-loss,3097.2641602999065
realmlp,kpx_group_3,8749,44,200,ficr-aware,ficr-aware-loss,3097.2641602999065
