model,target,step,train_loss,validation_loss,validation_score,training_objective_loss,activity_train_loss,activity_validation_loss
realmlp,kpx_group_3,8,0.7518611918477451,0.6609799861907959,0.48874080181121826,,,
realmlp,all,9,0.6755490346866495,0.5765562057495117,0.5625290870666504,0.7267964824157602,0.341649612521424,0.41104045510292053
realmlp,kpx_group_1,9,0.6787001902566236,0.568365216255188,0.5726340413093567,,,
realmlp,kpx_group_2,9,0.6354873855324352,0.5278809070587158,0.5935678482055664,,,
realmlp,kpx_group_3,9,0.7124595309005064,0.6334225535392761,0.5213854908943176,,,
realmlp,all,10,0.6392363748129677,0.5806578397750854,0.5576472282409668,0.6881044252830393,0.3257869850186741,0.39210593700408936
realmlp,kpx_group_1,10,0.6439450540963341,0.5861013531684875,0.5591745972633362,,,
realmlp,kpx_group_2,10,0.6111774470876244,0.4991646111011505,0.6104816794395447,,,
realmlp,kpx_group_3,10,0.6625866188722498,0.6567075848579407,0.5032854676246643,,,
realmlp,all,11,0.6131426113493302,0.5447654724121094,0.5852129459381104,0.6607892171424978,0.31764405264573936,0.40231847763061523
realmlp,kpx_group_1,11,0.6145198906169218,0.5749956965446472,0.5690885186195374,,,
realmlp,kpx_group_2,11,0.5812086550628438,0.4584711790084839,0.6384877562522888,,,
realmlp,kpx_group_3,11,0.6436992822324529,0.600829541683197,0.5480625629425049,,,
realmlp,all,12,0.5974556724814808,0.5180757641792297,0.6068007349967957,0.6446181518190047,0.31441651021733,0.421871542930603
realmlp,kpx_group_1,12,0.6055634714224759,0.5124035477638245,0.6171534061431885,,,
realmlp,kpx_group_2,12,0.5635582848506815,0.45417556166648865,0.6443138718605042,,,
realmlp,kpx_group_3,12,0.6232452716897515,0.587648332118988,0.55893474817276,,,
realmlp,all,13,0.5871014849228018,0.5223016142845154,0.6034114360809326,0.6338774500524297,0.31183970851056714,0.4095509946346283
realmlp,kpx_group_1,13,0.5915356418665718,0.5403735041618347,0.5985347032546997,,,
realmlp,kpx_group_2,13,0.5566564246135599,0.4526185691356659,0.6438431739807129,,,
realmlp,kpx_group_3,13,0.6131123786463457,0.5739127397537231,0.56785649061203,,,
realmlp,all,14,0.5871265565647799,0.5223559737205505,0.6022310853004456,0.6336806390215369,0.3103605627137072,0.4104752838611603
realmlp,kpx_group_1,14,0.5932011691962972,0.5377259254455566,0.5984042882919312,,,
realmlp,kpx_group_2,14,0.5567221027963302,0.4524134695529938,0.6448699235916138,,,
realmlp,kpx_group_3,14,0.6114564064671012,0.5769284963607788,0.5634191632270813,,,
realmlp,all,15,0.5843234237502603,0.5172492861747742,0.6050333380699158,0.630946101511226,0.31081778030185137,0.41005268692970276
realmlp,kpx_group_1,15,0.5913084158126045,0.5335783958435059,0.5986191034317017,,,
realmlp,kpx_group_2,15,0.553976256181212,0.4518436789512634,0.6467932462692261,,,
realmlp,kpx_group_3,15,0.6076856167877421,0.5663257837295532,0.5696876645088196,,,
realmlp,all,16,0.5869944314746296,0.5201720595359802,0.6031991839408875,0.6335791217930177,0.3105645609252593,0.41776812076568604
realmlp,kpx_group_1,16,0.5926627078477074,0.5359197854995728,0.5992761254310608,,,
realmlp,kpx_group_2,16,0.5563832214649986,0.45472562313079834,0.6413394212722778,,,
realmlp,kpx_group_3,16,0.6119373493334826,0.5698708891868591,0.568981945514679,,,
realmlp,all,17,0.5941233538529452,0.49009716510772705,0.6216580271720886,0.6410199324874317,0.312643863260746,0.41096198558807373
realmlp,kpx_group_1,17,0.5999368157456902,0.5153747200965881,0.6119222640991211,,,
realmlp,kpx_group_2,17,0.5601896643638611,0.4569738805294037,0.6387012004852295,,,
realmlp,kpx_group_3,17,0.6222435814492843,0.4979427456855774,0.6143504977226257,,,
realmlp,all,18,0.5987724214792252,0.5387355089187622,0.5932653546333313,0.646106415811707,0.3155599718584734,0.40122532844543457
realmlp,kpx_group_1,18,0.5988342507797129,0.5777983069419861,0.5691041946411133,,,
realmlp,kpx_group_2,18,0.5674907819313162,0.45406508445739746,0.6476372480392456,,,
realmlp,kpx_group_3,18,0.6299922387389576,0.5843431353569031,0.5630547404289246,,,
realmlp,all,19,0.6078181293080834,0.5809102654457092,0.560723066329956,0.6558322652297861,0.32009425058084373,0.4279007017612457
realmlp,kpx_group_1,19,0.6145521358532064,0.586947500705719,0.5607668161392212,,,
realmlp,kpx_group_2,19,0.5665756008204292,0.5354101061820984,0.5877701044082642,,,
realmlp,kpx_group_3,19,0.6423266424852259,0.6203731298446655,0.5336323380470276,,,
realmlp,all,20,0.6008340076488607,0.5491166710853577,0.5803262591362,0.6487089667250129,0.3191663386190639,0.42291060090065
realmlp,kpx_group_1,20,0.604698047041893,0.5933566093444824,0.5580468773841858,,,
realmlp,kpx_group_2,20,0.564145473872914,0.45540621876716614,0.6404972672462463,,,
realmlp,kpx_group_3,20,0.6336585265748641,0.598587155342102,0.5424346327781677,,,
realmlp,all,21,0.6020794984172372,0.5619038343429565,0.5732781291007996,0.6500017879640355,0.3194819907931721,0.39385056495666504
realmlp,kpx_group_1,21,0.6039321220972959,0.5685592293739319,0.5715957880020142,,,
realmlp,kpx_group_2,21,0.5672103096457088,0.4889467656612396,0.6236311197280884,,,
realmlp,kpx_group_3,21,0.635096022311379,0.6282054781913757,0.5246074795722961,,,
realmlp,all,22,0.5943689144709531,0.5230382084846497,0.6002897024154663,0.6424130183808944,0.3202939436716192,0.4103579521179199
realmlp,kpx_group_1,22,0.6009814099353903,0.5584411025047302,0.5826225876808167,,,
realmlp,kpx_group_2,22,0.5502373804064358,0.4887796938419342,0.62063068151474,,,
realmlp,kpx_group_3,22,0.6318879732314278,0.5218937993049622,0.5976157784461975,,,
realmlp,all,23,0.5843903702848098,0.5336726903915405,0.5949307084083557,0.6320402262841954,0.3176656865021762,0.40647950768470764
realmlp,kpx_group_1,23,0.587814078611486,0.5646057724952698,0.5777348279953003,,,
realmlp,kpx_group_2,23,0.5404369629481259,0.45297062397003174,0.6450219750404358,,,
realmlp,kpx_group_3,23,0.6249200912082896,0.5834416747093201,0.5620352625846863,,,
realmlp,all,24,0.574681860559127,0.5396431088447571,0.5933380722999573,0.6222679728970808,0.3172406646258691,0.3965793550014496
realmlp,kpx_group_1,24,0.5730973026331734,0.568109929561615,0.5798666477203369,,,
realmlp,kpx_group_2,24,0.533577028881101,0.4566648006439209,0.6478399038314819,,,
realmlp,kpx_group_3,24,0.6173712611198425,0.5941547751426697,0.5523078441619873,,,
realmlp,all,25,0.5709869914195117,0.5202197432518005,0.601142942905426,0.6183458207284703,0.31572551937664256,0.39594507217407227
realmlp,kpx_group_1,25,0.572790661278893,0.5200412273406982,0.6081900596618652,,,
realmlp,kpx_group_2,25,0.5298669482855236,0.4593919515609741,0.639714777469635,,,
realmlp,kpx_group_3,25,0.6103033616262323,0.5812259316444397,0.5555238723754883,,,
realmlp,all,26,0.5547282669474097,0.5483408570289612,0.5832660794258118,0.6014023388133329,0.31116046712679024,0.40016230940818787
realmlp,kpx_group_1,26,0.5566345944124109,0.5766047835350037,0.5677958726882935,,,
realmlp,kpx_group_2,26,0.5085878902498413,0.4741480350494385,0.6257584095001221,,,
realmlp,kpx_group_3,26,0.5989623148651684,0.5942697525024414,0.5562439560890198,,,
realmlp,all,27,0.5529332371319041,0.5174239277839661,0.6076418161392212,0.5990553182714126,0.30748051404953003,0.39229604601860046
realmlp,kpx_group_1,27,0.5514783981968375,0.5054906606674194,0.6200113296508789,,,
realmlp,kpx_group_2,27,0.5071989871999797,0.4520798325538635,0.6482967138290405,,,
realmlp,kpx_group_3,27,0.6001223369556314,0.59470134973526,0.5546175241470337,,,
realmlp,all,28,0.5403505756574518,0.4981156289577484,0.6212857365608215,0.5859154673183665,0.3037659376859665,0.4095800220966339
realmlp,kpx_group_1,28,0.5384530214702382,0.4636300504207611,0.6493265628814697,,,
realmlp,kpx_group_2,28,0.5012574301046484,0.4500296115875244,0.6469916105270386,,,
realmlp,kpx_group_3,28,0.5813412841628579,0.5806871652603149,0.5675389170646667,,,
realmlp,all,29,0.5376177105833503,0.4830454885959625,0.6289157867431641,0.5830436629407546,0.3028396758086541,0.40686163306236267
realmlp,kpx_group_1,29,0.5341718643903732,0.4304097294807434,0.6737021207809448,,,
realmlp,kpx_group_2,29,0.49236780010602055,0.45591071248054504,0.6399189829826355,,,
realmlp,kpx_group_3,29,0.5863134519142263,0.5628160238265991,0.5731263160705566,,,
realmlp,all,30,0.5283887780764523,0.4718727171421051,0.6368276476860046,0.573239811203059,0.29900683024350333,0.40568578243255615
realmlp,kpx_group_1,30,0.5290431678295135,0.44762203097343445,0.6596581935882568,,,
realmlp,kpx_group_2,30,0.48185926544315677,0.468720018863678,0.6329997777938843,,,
realmlp,kpx_group_3,30,0.5742639075307285,0.4992760419845581,0.6178249716758728,,,
realmlp,all,31,0.5184332929989871,0.48730018734931946,0.6262719631195068,0.562714909805971,0.29521074277513165,0.3995375633239746
realmlp,kpx_group_1,31,0.5191964292350937,0.4997672438621521,0.6251494884490967,,,
realmlp,kpx_group_2,31,0.47469181655084386,0.447873055934906,0.6511470675468445,,,
realmlp,kpx_group_3,31,0.5614116437294904,0.5142602920532227,0.6025192737579346,,,
realmlp,all,32,0.5160330617252518,0.48885345458984375,0.6284460425376892,0.5597589945091921,0.29150618218323765,0.39897945523262024
realmlp,kpx_group_1,32,0.5147815684185308,0.47751790285110474,0.6421880125999451,,,
realmlp,kpx_group_2,32,0.4727463617044337,0.4410335123538971,0.6574546694755554,,,
realmlp,kpx_group_3,32,0.5605712673243355,0.5480088591575623,0.5856954455375671,,,
realmlp,all,33,0.5063144590924767,0.4743378460407257,0.6368403434753418,0.5497858778518789,0.289809392655597,0.40251755714416504
realmlp,kpx_group_1,33,0.5050465267370728,0.4338378608226776,0.6711898446083069,,,
realmlp,kpx_group_2,33,0.4643370408345671,0.44176989793777466,0.6535687446594238,,,
realmlp,kpx_group_3,33,0.5495598202242571,0.5474058985710144,0.5857625007629395,,,
realmlp,all,34,0.5008160642841283,0.46376141905784607,0.6450338959693909,0.543886736035347,0.28713776609476876,0.4019557237625122
realmlp,kpx_group_1,34,0.5037001603666473,0.4434022903442383,0.6690837144851685,,,
realmlp,kpx_group_2,34,0.4606418473755612,0.4460732638835907,0.6509884595870972,,,
realmlp,kpx_group_3,34,0.5381061873015236,0.5018086433410645,0.6150294542312622,,,
realmlp,all,35,0.4941519910798353,0.4802829325199127,0.6317700743675232,0.5369081278057659,0.2850409386789097,0.39853134751319885
realmlp,kpx_group_1,35,0.4968540019848767,0.471150666475296,0.6467685699462891,,,
realmlp,kpx_group_2,35,0.4527663413216086,0.44383880496025085,0.6500744223594666,,,
realmlp,kpx_group_3,35,0.5328356255503262,0.5258592963218689,0.5984671115875244,,,
realmlp,all,36,0.4874202052459997,0.46091488003730774,0.6467611193656921,0.5298471038832384,0.28284598580178094,0.39456868171691895
realmlp,kpx_group_1,36,0.48821365132051353,0.4359133839607239,0.6718463897705078,,,
realmlp,kpx_group_2,36,0.4493153656230253,0.4433279037475586,0.6500564813613892,,,
realmlp,kpx_group_3,36,0.5247315926586881,0.5035033226013184,0.6183804273605347,,,
realmlp,all,37,0.4856150566655047,0.46258434653282166,0.6459744572639465,0.5278135126127916,0.28132303804159164,0.3941785395145416
realmlp,kpx_group_1,37,0.4894816130399704,0.4416084587574005,0.6668798923492432,,,
realmlp,kpx_group_2,37,0.4457181753481136,0.4424107074737549,0.6532266139984131,,,
realmlp,kpx_group_3,37,0.5216453767874661,0.5037338137626648,0.6178168654441833,,,
realmlp,all,38,0.481288203421761,0.46318379044532776,0.6451647877693176,0.5232763202751384,0.27992075068109173,0.3958319425582886
realmlp,kpx_group_1,38,0.4835844386149855,0.4481961131095886,0.6632330417633057,,,
realmlp,kpx_group_2,38,0.4435064025661525,0.44245514273643494,0.6529220342636108,,,
realmlp,kpx_group_3,38,0.5167737756581867,0.4989001154899597,0.6193394064903259,,,
realmlp,all,39,0.47974985224359173,0.4626549780368805,0.6454837918281555,0.5216917132630068,0.27961235274286833,0.39618369936943054
realmlp,kpx_group_1,39,0.4837500645833857,0.4490179121494293,0.6627269387245178,,,
realmlp,kpx_group_2,39,0.4409505759968477,0.4432868957519531,0.6513161659240723,,,
realmlp,kpx_group_3,39,0.5145489240393919,0.49566012620925903,0.622408390045166,,,
realmlp,all,40,0.47808341156033907,0.46284738183021545,0.6446511149406433,0.5199572584208321,0.2791588950683089,0.39584529399871826
realmlp,kpx_group_1,40,0.481018862741835,0.4487825334072113,0.6625229120254517,,,
realmlp,kpx_group_2,40,0.440778436467928,0.443273663520813,0.6513660550117493,,,
realmlp,kpx_group_3,40,0.5124529306502903,0.49648597836494446,0.620064377784729,,,
realmlp,all,41,0.4783119217437856,0.4630912244319916,0.6442444920539856,0.5201370812514249,0.27883438020944595,0.3962634801864624
realmlp,kpx_group_1,41,0.48093126319787083,0.44802385568618774,0.6619195938110352,,,
realmlp,kpx_group_2,41,0.4410102897707154,0.44413167238235474,0.6502710580825806,,,
realmlp,kpx_group_3,41,0.512994227163932,0.49711814522743225,0.6205428838729858,,,
realmlp,all,42,0.4803134908570963,0.4622224271297455,0.6455476880073547,0.5221910336438347,0.2791836191626156,0.3957236111164093
realmlp,kpx_group_1,42,0.4827553910367629,0.4470115900039673,0.6633263826370239,,,
realmlp,kpx_group_2,42,0.440772884470575,0.44375738501548767,0.6511162519454956,,,
realmlp,kpx_group_3,42,0.5174122080206871,0.4958982467651367,0.6222004294395447,,,
realmlp,all,43,0.47935829092474547,0.4606544077396393,0.6474184393882751,0.5213475599884987,0.2799284594023929,0.3969607651233673
realmlp,kpx_group_1,43,0.4828336593859336,0.4439207911491394,0.667319655418396,,,
realmlp,kpx_group_2,43,0.440708965939634,0.4409269094467163,0.6546947360038757,,,
realmlp,kpx_group_3,43,0.5145322500782854,0.4971156716346741,0.6202409267425537,,,
realmlp,all,44,0.4808890429489753,0.45635923743247986,0.6501272320747375,0.5228652016204947,0.2798410529161201,0.4003490209579468
realmlp,kpx_group_1,44,0.4828842225320199,0.4381340444087982,0.6705108880996704,,,
realmlp,kpx_group_2,44,0.442443361177164,0.4474126696586609,0.6472570300102234,,,
realmlp,kpx_group_3,44,0.5173395534648615,0.4835309386253357,0.6326137781143188,,,
realmlp,all,45,0.4833491983659127,0.46436014771461487,0.6434809565544128,0.5253697800285676,0.2801372106460964,0.3960629403591156
realmlp,kpx_group_1,45,0.48536548894994397,0.44634073972702026,0.6643336415290833,,,
realmlp,kpx_group_2,45,0.4451732254203628,0.44863536953926086,0.6460894346237183,,,
realmlp,kpx_group_3,45,0.5195088824805092,0.4981043338775635,0.6200195550918579,,,
realmlp,all,46,0.48393185918822007,0.46351155638694763,0.6465967297554016,0.5260780883186004,0.280974879860878,0.3876688778400421
realmlp,kpx_group_1,46,0.48669501613168153,0.43800365924835205,0.6715202331542969,,,
realmlp,kpx_group_2,46,0.4451406988150933,0.4405974745750427,0.6566154956817627,,,
realmlp,kpx_group_3,46,0.5199598621796159,0.5119336247444153,0.6116544604301453,,,
realmlp,all,47,0.4853869282147464,0.46168506145477295,0.6474839448928833,0.5276024429237142,0.2814367431051591,0.3785144090652466
realmlp,kpx_group_1,47,0.4881647693760255,0.4469412565231323,0.6630986928939819,,,
realmlp,kpx_group_2,47,0.4460063927313861,0.4391852617263794,0.6586455702781677,,,
realmlp,kpx_group_3,47,0.5219896400676054,0.4989285171031952,0.6207075715065002,,,
realmlp,all,48,0.4889628365635872,0.4709955155849457,0.6407833099365234,0.5312014125725802,0.2815905287861824,0.39539992809295654
realmlp,kpx_group_1,48,0.4909488528090365,0.4714071452617645,0.6460889577865601,,,
realmlp,kpx_group_2,48,0.44966601887170005,0.44486114382743835,0.6506970524787903,,,
realmlp,kpx_group_3,48,0.5262736406396417,0.49671822786331177,0.62556391954422,,,
realmlp,all,49,0.49058492174919915,0.48570358753204346,0.6292979121208191,0.5331083404667237,0.2834894705344649,0.4033850431442261
realmlp,kpx_group_1,49,0.49182775835780534,0.4548703134059906,0.6556524038314819,,,
realmlp,kpx_group_2,49,0.4504611141541425,0.44118010997772217,0.6545215845108032,,,
realmlp,kpx_group_3,49,0.5294658918591106,0.5610603094100952,0.5777197480201721,,,
realmlp,all,50,0.4930395615451476,0.49822941422462463,0.620855450630188,0.535524729420157,0.2832343920188792,0.3727899491786957
realmlp,kpx_group_1,50,0.49637409518746767,0.520599365234375,0.6084287166595459,,,
realmlp,kpx_group_2,50,0.45326457523247776,0.4413592517375946,0.6590058207511902,,,
realmlp,kpx_group_3,50,0.529480025610503,0.5327295660972595,0.5951317548751831,,,
realmlp,all,51,0.496394062305198,0.48803067207336426,0.6280726194381714,0.5389751520226983,0.28387390471556606,0.37567663192749023
realmlp,kpx_group_1,51,0.49899574456846013,0.47297707200050354,0.6439850330352783,,,
realmlp,kpx_group_2,51,0.4553103714304812,0.4428497552871704,0.654121994972229,,,
realmlp,kpx_group_3,51,0.5348760779289639,0.5482652187347412,0.5861107707023621,,,
realmlp,all,52,0.4946158699253026,0.4688878357410431,0.6410797238349915,0.537311777472496,0.2846393692581093,0.3889284133911133
realmlp,kpx_group_1,52,0.49565185080556307,0.4352220296859741,0.6702529191970825,,,
realmlp,kpx_group_2,52,0.45386868364670696,0.4382922053337097,0.6580199599266052,,,
realmlp,kpx_group_3,52,0.5343270805828712,0.5331493020057678,0.5949662327766418,,,
realmlp,all,53,0.49585341662168503,0.4909338057041168,0.6238594651222229,0.5384891392553554,0.28423815965652466,0.3903684914112091
realmlp,kpx_group_1,53,0.49572902786381107,0.4550085961818695,0.6579399108886719,,,
realmlp,kpx_group_2,53,0.4560592183295418,0.4633878469467163,0.6359546184539795,,,
realmlp,kpx_group_3,53,0.5357720019186244,0.5544049143791199,0.5776838064193726,,,
realmlp,all,54,0.4990474695668501,0.498018741607666,0.6215495467185974,0.5419485051842297,0.2860068950582953,0.36249446868896484
realmlp,kpx_group_1,54,0.4971527899889385,0.48046791553497314,0.6391828060150146,,,
realmlp,kpx_group_2,54,0.45639909277944,0.44059503078460693,0.6558878421783447,,,
realmlp,kpx_group_3,54,0.5435905254939023,0.5729933977127075,0.5695779323577881,,,
realmlp,all,55,0.4999675724436255,0.4666402339935303,0.6438525319099426,0.5428219507722294,0.2856958368245293,0.3604535758495331
realmlp,kpx_group_1,55,0.49795254363733177,0.43503624200820923,0.6730533838272095,,,
realmlp,kpx_group_2,55,0.459590646712219,0.4346901774406433,0.6616765260696411,,,
realmlp,kpx_group_3,55,0.5423595151480507,0.5301944613456726,0.5968278646469116,,,
realmlp,all,56,0.49996037649757724,0.4845806658267975,0.6288049221038818,0.5428005877663108,0.2856013880056493,0.3759761154651642
realmlp,kpx_group_1,56,0.497881210902158,0.48398059606552124,0.6343849897384644,,,
realmlp,kpx_group_2,56,0.45956750477061553,0.4439082741737366,0.6524254083633423,,,
realmlp,kpx_group_3,56,0.5424324076841859,0.525853157043457,0.5996043086051941,,,
realmlp,all,57,0.5003390518181464,0.4807857275009155,0.6322956681251526,0.5435041846597896,0.28776753781472936,0.37884601950645447
realmlp,kpx_group_1,57,0.4994855045395739,0.45861726999282837,0.6559387445449829,,,
realmlp,kpx_group_2,57,0.46026073790648403,0.4438152611255646,0.6522829532623291,,,
realmlp,kpx_group_3,57,0.5412709151997286,0.5399245023727417,0.5886653661727905,,,
realmlp,all,58,0.4969759951619541,0.48546338081359863,0.6305047273635864,0.540121300255551,0.28763532945338416,0.3599563539028168
realmlp,kpx_group_1,58,0.4980971940300044,0.4802819788455963,0.6389200687408447,,,
realmlp,kpx_group_2,58,0.45666494439629945,0.43936681747436523,0.6579553484916687,,,
realmlp,kpx_group_3,58,0.5361658571397557,0.5367414951324463,0.5946387052536011,,,
realmlp,all,59,0.49765464312889995,0.47343429923057556,0.6376018524169922,0.5403974494513344,0.2849520703448969,0.3799566924571991
realmlp,kpx_group_1,59,0.49700934396070595,0.4305686950683594,0.6753082275390625,,,
realmlp,kpx_group_2,59,0.45880157588159337,0.4432195723056793,0.6519127488136292,,,
realmlp,kpx_group_3,59,0.5371529994642034,0.5465145707130432,0.5855846405029297,,,
realmlp,all,60,0.49677003788597446,0.48493292927742004,0.6312297582626343,0.5394470647853964,0.2845134875353645,0.3606715202331543
realmlp,kpx_group_1,60,0.49622563360368505,0.4737972021102905,0.647026777267456,,,
realmlp,kpx_group_2,60,0.45535899786388173,0.4369999170303345,0.6587048768997192,,,
realmlp,kpx_group_3,60,0.5387254852582427,0.5440016984939575,0.587957501411438,,,
realmlp,all,61,0.49208999425172806,0.5040215253829956,0.6163668036460876,0.5345720745184842,0.28321386566933465,0.3800663650035858
realmlp,kpx_group_1,61,0.49103052870315667,0.5081827044487,0.6192052960395813,,,
realmlp,kpx_group_2,61,0.4544428727206062,0.4473324418067932,0.6489782333374023,,,
realmlp,kpx_group_3,61,0.5307965804548824,0.5565494894981384,0.5809169411659241,,,
realmlp,all,62,0.4902908113949439,0.4634600579738617,0.6433787941932678,0.5330736137488309,0.28521863809403253,0.36892759799957275
realmlp,kpx_group_1,62,0.4930891306961284,0.4405059516429901,0.6647661328315735,,,
realmlp,kpx_group_2,62,0.448276339646648,0.4393290579319,0.6542414426803589,,,
realmlp,kpx_group_3,62,0.5295069699778276,0.5105451345443726,0.6111288070678711,,,
realmlp,all,63,0.48652268946170807,0.4936710298061371,0.6224513649940491,0.5286963222657933,0.2811575431157561,0.3679438531398773
realmlp,kpx_group_1,63,0.4880418794996598,0.4768035411834717,0.6419572234153748,,,
realmlp,kpx_group_2,63,0.44834575363818335,0.4497247338294983,0.6449165344238281,,,
realmlp,kpx_group_3,63,0.5231804194695809,0.5544847846031189,0.5804802179336548,,,
realmlp,all,64,0.4896415165242027,0.4981140196323395,0.6188132166862488,0.5321585080202889,0.2834466121652547,0.36457690596580505
realmlp,kpx_group_1,64,0.4881913574302898,0.5032274723052979,0.6183158159255981,,,
realmlp,kpx_group_2,64,0.45242401256280784,0.44033655524253845,0.6587610840797424,,,
realmlp,kpx_group_3,64,0.5283091844004744,0.5507780909538269,0.5793626308441162,,,
realmlp,all,65,0.48120330405585904,0.4649134576320648,0.6430426836013794,0.5233865126090891,0.2812213569002993,0.37881675362586975
realmlp,kpx_group_1,65,0.47930695467135487,0.43982821702957153,0.667362630367279,,,
realmlp,kpx_group_2,65,0.44447658780743093,0.43650174140930176,0.6584040522575378,,,
realmlp,kpx_group_3,65,0.5198263674974442,0.5184104442596436,0.6033614277839661,,,
realmlp,all,66,0.4812012371771476,0.49040594696998596,0.6237667202949524,0.5227941940812504,0.2772863844738287,0.3565695285797119
realmlp,kpx_group_1,66,0.4845891445875168,0.4764443039894104,0.6376227140426636,,,
realmlp,kpx_group_2,66,0.4440348266678698,0.4421393871307373,0.6543633341789246,,,
realmlp,kpx_group_3,66,0.5149797446587506,0.5526341199874878,0.5793141722679138,,,
realmlp,all,67,0.4743842000470442,0.4837770462036133,0.6312444806098938,0.5157689636244494,0.275898459203103,0.3384353220462799
realmlp,kpx_group_1,67,0.47731636683730516,0.47310739755630493,0.6438546180725098,,,
realmlp,kpx_group_2,67,0.43481506319607005,0.4327884912490845,0.6623086929321289,,,
realmlp,kpx_group_3,67,0.5110211679164101,0.5454353094100952,0.5875702500343323,,,
realmlp,all,68,0.4732736059848,0.4895302355289459,0.6253824234008789,0.5144341899191632,0.2744038591490072,0.3466933071613312
realmlp,kpx_group_1,68,0.47649776497307944,0.48335129022598267,0.6348057389259338,,,
realmlp,kpx_group_2,68,0.4339984734268749,0.4408828616142273,0.6524697542190552,,,
realmlp,kpx_group_3,68,0.5093245795544457,0.5443565249443054,0.5888717174530029,,,
realmlp,all,69,0.4644028456772075,0.4712463617324829,0.6391964554786682,0.5048244670033455,0.2694774822277181,0.36037251353263855
realmlp,kpx_group_1,69,0.46809344256625457,0.446753591299057,0.6641289591789246,,,
realmlp,kpx_group_2,69,0.42707042527549405,0.4488847255706787,0.6481199264526367,,,
realmlp,kpx_group_3,69,0.49804466261583213,0.5181007385253906,0.6053404808044434,,,
realmlp,all,70,0.46274813308435325,0.4732719361782074,0.6402592658996582,0.503041618010577,0.26862328477642117,0.3371928930282593
realmlp,kpx_group_1,70,0.46590257523690953,0.46146681904792786,0.656186580657959,,,
realmlp,kpx_group_2,70,0.4220287558787009,0.43705853819847107,0.6610028147697449,,,
realmlp,kpx_group_3,70,0.5003130576189827,0.5212905406951904,0.6035884618759155,,,
realmlp,all,71,0.45850364074987526,0.4636779725551605,0.6451078057289124,0.498429013087469,0.26616917199948253,0.3357919752597809
realmlp,kpx_group_1,71,0.4638012424111366,0.4447633922100067,0.6664050817489624,,,
