model,target,n_valid,nmae,one_minus_nmae,ficr,within_6pct_rate,between_6_and_8pct_rate,over_8pct_rate
realmlp,kpx_group_1,1371,0.09665283770867979,0.9033471622913202,0.5151060359763733,0.4288840262582057,0.11889132020423049,0.4522246535375638
realmlp,kpx_group_2,1329,0.10739399115751551,0.8926060088424845,0.5047372531857581,0.4040632054176072,0.10684725357411588,0.4890895410082769
realmlp,kpx_group_3,1196,0.134073324454789,0.865926675545211,0.34272427206841305,0.30351170568561875,0.09364548494983277,0.6028428093645485
