model,target,n_valid,nmae,one_minus_nmae,ficr,within_6pct_rate,between_6_and_8pct_rate,over_8pct_rate
realmlp,kpx_group_1,2443,0.11510763064276075,0.8848923693572393,0.4659901335500908,0.37003683995088005,0.10683585755218993,0.52312730249693
realmlp,kpx_group_2,2397,0.12467587557339567,0.8753241244266043,0.45760677143807965,0.3429286608260325,0.09386733416770963,0.5632040050062578
realmlp,kpx_group_3,2159,0.14957802613720206,0.8504219738627979,0.33885939906901763,0.2663270032422418,0.08846688281611857,0.6452061139416396
