model,target,n_valid,nmae,one_minus_nmae,ficr,within_6pct_rate,between_6_and_8pct_rate,over_8pct_rate
realmlp,kpx_group_1,1371,0.10240364650787404,0.897596353492126,0.4574152373160046,0.3982494529540481,0.10430342815463166,0.4974471188913202
realmlp,kpx_group_2,1329,0.1069216079216518,0.8930783920783482,0.4689933664769095,0.3837471783295711,0.11361926260346125,0.5026335590669676
realmlp,kpx_group_3,1196,0.13291465416494078,0.8670853458350593,0.350266901090345,0.3210702341137124,0.08612040133779264,0.592809364548495
