rank,model,display_name,validation_score,one_minus_nmae,ficr,dacon_score,dacon_one_minus_nmae,dacon_ficr
1,realmlp,RealMLP,0.6507153443946159,0.8769353769005143,0.42449531188871753,0.6257987425,0.8610053563,0.3905921286
