model,target,step,train_loss,validation_loss,validation_score,training_objective_loss,regime_train_loss,regime_validation_loss,regime_train_entropy,regime_validation_entropy
realmlp,all,6,0.5320553218617159,0.47813549637794495,0.6365607380867004,0.6557164902196211,1.2366116888382856,1.2121630907058716,0.5781755868126365,0.6895755529403687
realmlp,kpx_group_1,6,0.5314007874797372,0.45412832498550415,0.6619472503662109,,,,,
realmlp,kpx_group_2,6,0.49551355312852297,0.44580721855163574,0.6501486897468567,,,,,
realmlp,kpx_group_3,6,0.5692516328657374,0.5344710350036621,0.5975862741470337,,,,,
realmlp,all,7,0.5248770354425206,0.49484047293663025,0.6254198551177979,0.6415635829462725,1.1668655311360079,1.1456764936447144,0.5793836712837219,0.6685196161270142
realmlp,kpx_group_1,7,0.5258942513781435,0.4960537254810333,0.6289036273956299,,,,,
realmlp,kpx_group_2,7,0.48530373985276504,0.43249911069869995,0.66534024477005,,,,,
realmlp,kpx_group_3,7,0.5634331203558866,0.5559685230255127,0.5820157527923584,,,,,
realmlp,all,8,0.5149986384546056,0.4454139471054077,0.6605494022369385,0.6281165620859932,1.1311791767092312,1.2018619775772095,0.5773676633834839,0.624996542930603
realmlp,kpx_group_1,8,0.5137345282470479,0.4277413487434387,0.6776169538497925,,,,,
realmlp,kpx_group_2,8,0.47740398610339446,0.4433165192604065,0.6552553772926331,,,,,
realmlp,kpx_group_3,8,0.5538574185441522,0.4651840031147003,0.6487758159637451,,,,,
realmlp,all,9,0.5060395370511448,0.4582427442073822,0.652237594127655,0.6154511746238259,1.0941163827391232,1.160904049873352,0.5795660799040514,0.6288031935691833
realmlp,kpx_group_1,9,0.5056203687015701,0.4533195495605469,0.6591260433197021,,,,,
realmlp,kpx_group_2,9,0.46672264092108784,0.4370664358139038,0.6629608273506165,,,,,
realmlp,kpx_group_3,9,0.5457755914505791,0.48434221744537354,0.6346259713172913,,,,,
realmlp,all,10,0.49515453506918516,0.4497652053833008,0.6566542983055115,0.6007938867106157,1.0563934515504276,1.2316126823425293,0.5779265419525259,0.6317443251609802
realmlp,kpx_group_1,10,0.4947544507244054,0.42326605319976807,0.6821976900100708,,,,,
realmlp,kpx_group_2,10,0.45684167523594466,0.44730252027511597,0.6495527029037476,,,,,
realmlp,kpx_group_3,10,0.5338674853829777,0.47872695326805115,0.6382125616073608,,,,,
realmlp,all,11,0.48507604528875914,0.45703351497650146,0.6512249112129211,0.5885584669954637,1.0348242293385899,1.1642314195632935,0.5801283962586347,0.6241881847381592
realmlp,kpx_group_1,11,0.4839988442904809,0.4491986930370331,0.6627662181854248,,,,,
realmlp,kpx_group_2,11,0.44923150933840694,0.4326370060443878,0.6622439622879028,,,,,
realmlp,kpx_group_3,11,0.5219977844287368,0.4892647862434387,0.6286644339561462,,,,,
realmlp,all,12,0.4777809714569765,0.45724019408226013,0.6493902206420898,0.5795005481032764,1.0171957576976103,1.1750178337097168,0.5807692005353815,0.6271565556526184
realmlp,kpx_group_1,12,0.47731571206275153,0.4464903473854065,0.6645746827125549,,,,,
realmlp,kpx_group_2,12,0.4409409437109442,0.4369305670261383,0.6578936576843262,,,,,
realmlp,kpx_group_3,12,0.515086263856467,0.48829948902130127,0.6257022023200989,,,,,
realmlp,all,13,0.4727814977659899,0.4568208158016205,0.6499112844467163,0.5736553677741218,1.0087387158590204,1.181390404701233,0.5878596893128227,0.6340450644493103
realmlp,kpx_group_1,13,0.4720393914510222,0.4476354718208313,0.664560079574585,,,,,
realmlp,kpx_group_2,13,0.437639457776266,0.43649789690971375,0.6570560932159424,,,,,
realmlp,kpx_group_3,13,0.5086656563422259,0.48632895946502686,0.6281176209449768,,,,,
realmlp,all,14,0.4713307132615763,0.4559308588504791,0.6511934995651245,0.5720513594501159,1.0072064636384739,1.177918791770935,0.5869839989087161,0.6312957406044006
realmlp,kpx_group_1,14,0.4692313675494755,0.44620856642723083,0.6665776371955872,,,,,
realmlp,kpx_group_2,14,0.4372493317898582,0.4362642168998718,0.65767902135849,,,,,
realmlp,kpx_group_3,14,0.5075114329948145,0.4853197932243347,0.6293237805366516,,,,,
realmlp,all,15,0.4726518808918841,0.4536548852920532,0.6539523005485535,0.573521243298755,1.008693682796815,1.1789406538009644,0.5827315598726273,0.623397171497345
realmlp,kpx_group_1,15,0.4716530126683852,0.4456626772880554,0.6652266979217529,,,,,
realmlp,kpx_group_2,15,0.4370884768226567,0.4370388984680176,0.6575838923454285,,,,,
realmlp,kpx_group_3,15,0.5092141457340297,0.47826310992240906,0.639046311378479,,,,,
realmlp,all,16,0.47365032224094167,0.4495614767074585,0.6577224731445312,0.5742066616521162,1.0055634686175514,1.187050700187683,0.5830465327290928,0.6339742541313171
realmlp,kpx_group_1,16,0.4740637019276619,0.4363238215446472,0.6736313700675964,,,,,
realmlp,kpx_group_2,16,0.4373651011025204,0.43328747153282166,0.6626414060592651,,,,,
realmlp,kpx_group_3,16,0.5095221597482177,0.4790731370449066,0.6368946433067322,,,,,
realmlp,all,17,0.4763452283599797,0.46095606684684753,0.6476827263832092,0.5775820945992189,1.012368662392392,1.1690105199813843,0.581455689142732,0.6232064962387085
realmlp,kpx_group_1,17,0.47549813941997643,0.4475459158420563,0.6641788482666016,,,,,
realmlp,kpx_group_2,17,0.440387500121313,0.4364084005355835,0.6585949659347534,,,,,
realmlp,kpx_group_3,17,0.5131500385263387,0.4989140033721924,0.6202743053436279,,,,,
realmlp,all,18,0.4818311267915894,0.45362842082977295,0.6540389657020569,0.5844865528976216,1.0265542032087551,1.191876769065857,0.5756754848886939,0.6290739178657532
realmlp,kpx_group_1,18,0.4807487603496103,0.4396876394748688,0.6724979281425476,,,,,
realmlp,kpx_group_2,18,0.44536416758509245,0.432976096868515,0.6619348526000977,,,,,
realmlp,kpx_group_3,18,0.519380460767185,0.4882216155529022,0.6276842951774597,,,,,
realmlp,all,19,0.4857172917793779,0.44882461428642273,0.6571676135063171,0.5884541614967234,1.0273686445811216,1.2237300872802734,0.5741560599383186,0.6357841491699219
realmlp,kpx_group_1,19,0.4848705595907043,0.43410399556159973,0.6719003915786743,,,,,
realmlp,kpx_group_2,19,0.4475094496327288,0.433982789516449,0.6611826419830322,,,,,
realmlp,kpx_group_3,19,0.5247718814541312,0.47838711738586426,0.6384196877479553,,,,,
realmlp,all,20,0.4872448523254955,0.46065768599510193,0.6506204009056091,0.5911344666691387,1.0388961232760374,1.1470112800598145,0.5705125954221276,0.6242735981941223
realmlp,kpx_group_1,20,0.4845273301881902,0.4685301184654236,0.6504851579666138,,,,,
realmlp,kpx_group_2,20,0.45208758159595375,0.4253898859024048,0.6705824732780457,,,,,
realmlp,kpx_group_3,20,0.5251196456306121,0.48805302381515503,0.6307934522628784,,,,,
realmlp,all,21,0.4884158670902252,0.44623616337776184,0.6620145440101624,0.5921565793892917,1.0374071896076202,1.1360164880752563,0.5686027214807623,0.5900313854217529
realmlp,kpx_group_1,21,0.4868176544413847,0.4347561299800873,0.6734927892684937,,,,,
realmlp,kpx_group_2,21,0.4508847813395893,0.42877382040023804,0.6683115363121033,,,,,
realmlp,kpx_group_3,21,0.5275451860883656,0.47517862915992737,0.6442393064498901,,,,,
realmlp,all,22,0.488020456450827,0.475018709897995,0.6407939791679382,0.5912194550037384,1.0319899828994976,1.1478580236434937,0.5581857334165012,0.6245463490486145
realmlp,kpx_group_1,22,0.4865350372651044,0.49043941497802734,0.6343597173690796,,,,,
realmlp,kpx_group_2,22,0.4510347378604552,0.42666494846343994,0.6692907810211182,,,,,
realmlp,kpx_group_3,22,0.5264915902824963,0.5079517960548401,0.6187313795089722,,,,,
realmlp,all,23,0.488924045334844,0.4594295024871826,0.6501736640930176,0.5926128029823303,1.0368876124129576,1.1782256364822388,0.5590756246272255,0.6190647482872009
realmlp,kpx_group_1,23,0.48772791510119157,0.4328165650367737,0.6747212409973145,,,,,
realmlp,kpx_group_2,23,0.4515424984342912,0.44179487228393555,0.6557230949401855,,,,,
realmlp,kpx_group_3,23,0.5275017119505826,0.5036770701408386,0.6200766563415527,,,,,
realmlp,all,24,0.4865298845312175,0.4656595289707184,0.6440629363059998,0.5892551278366762,1.0272524050053429,1.1512373685836792,0.5532033460981706,0.6064614057540894
realmlp,kpx_group_1,24,0.48302360141978545,0.4644547998905182,0.6494608521461487,,,,,
realmlp,kpx_group_2,24,0.44979947148000493,0.43418508768081665,0.6619617938995361,,,,,
realmlp,kpx_group_3,24,0.5267665776259759,0.4983387291431427,0.6207659840583801,,,,,
realmlp,all,25,0.4853004002395798,0.47397860884666443,0.6414778828620911,0.5879233759992263,1.026229722534909,1.1410452127456665,0.5532905415577047,0.651764452457428
realmlp,kpx_group_1,25,0.4825432269888766,0.4736032485961914,0.6456619501113892,,,,,
realmlp,kpx_group_2,25,0.44903123115791993,0.4206150472164154,0.6751267910003662,,,,,
realmlp,kpx_group_3,25,0.5243267495842541,0.5277173519134521,0.603644847869873,,,,,
realmlp,all,26,0.4794292761122479,0.4542592465877533,0.6527340412139893,0.5803365172708735,1.009072425610879,1.1657098531723022,0.5503247012110317,0.5811842679977417
realmlp,kpx_group_1,26,0.4782401384676204,0.44049713015556335,0.6700403690338135,,,,,
realmlp,kpx_group_2,26,0.4429778509280261,0.43951815366744995,0.6556308269500732,,,,,
realmlp,kpx_group_3,26,0.5170698385028278,0.4827624559402466,0.6325308680534363,,,,,
realmlp,all,27,0.4776464705081547,0.4686410427093506,0.6446623206138611,0.5785100503879435,1.0086358347359825,1.137297511100769,0.5478650725939694,0.594007134437561
realmlp,kpx_group_1,27,0.4749722125775674,0.4667876660823822,0.6501709818840027,,,,,
realmlp,kpx_group_2,27,0.44010291380040784,0.4370656907558441,0.6612739562988281,,,,,
realmlp,kpx_group_3,27,0.5178642728749443,0.5020696520805359,0.622542142868042,,,,,
realmlp,all,28,0.4696774671182913,0.45455077290534973,0.6540435552597046,0.5684986728079179,0.988212030600099,1.1648049354553223,0.543950749670758,0.5857759714126587
realmlp,kpx_group_1,28,0.4677102600826937,0.432167112827301,0.6755462884902954,,,,,
realmlp,kpx_group_2,28,0.43364281294976964,0.44020169973373413,0.6577039957046509,,,,,
realmlp,kpx_group_3,28,0.5076793252545244,0.4912835359573364,0.6288803815841675,,,,,
realmlp,all,29,0.4642945896176731,0.46599531173706055,0.644034206867218,0.5613605905981625,0.9706599992864272,1.136593222618103,0.5512163551414714,0.571172297000885
realmlp,kpx_group_1,29,0.4643226024859092,0.4615819752216339,0.6533232927322388,,,,,
realmlp,kpx_group_2,29,0.4296448660247466,0.4349110424518585,0.6607652902603149,,,,,
realmlp,kpx_group_3,29,0.49891629552139954,0.501492977142334,0.6180140376091003,,,,,
realmlp,all,30,0.45759759624214735,0.47069287300109863,0.6416965126991272,0.5534982523497414,0.9590065496809342,1.1539744138717651,0.5414096230969709,0.5930032134056091
realmlp,kpx_group_1,30,0.4555052093723241,0.4610080122947693,0.6542910933494568,,,,,
realmlp,kpx_group_2,30,0.42209936941371246,0.43895724415779114,0.6569964289665222,,,,,
realmlp,kpx_group_3,30,0.49518820424290266,0.5121132731437683,0.6138019561767578,,,,,
realmlp,all,31,0.44881274112883734,0.4648682177066803,0.646882951259613,0.54380863904953,0.9499590379350326,1.1562905311584473,0.5409649163484573,0.5820374488830566
realmlp,kpx_group_1,31,0.45067288375952663,0.44933608174324036,0.6633393168449402,,,,,
realmlp,kpx_group_2,31,0.4156465569839758,0.43741917610168457,0.6616591215133667,,,,,
realmlp,kpx_group_3,31,0.4801187677418484,0.507849395275116,0.615650475025177,,,,,
realmlp,all,32,0.4427818568313823,0.4765119254589081,0.6365402340888977,0.5358371147338081,0.930552627233898,1.1662449836730957,0.5381617493489209,0.573847234249115
realmlp,kpx_group_1,32,0.4424825990024735,0.4658678472042084,0.6484242677688599,,,,,
realmlp,kpx_group_2,32,0.41027138294542537,0.4474155008792877,0.6512576341629028,,,,,
realmlp,kpx_group_3,32,0.4755915872314397,0.5162524580955505,0.6099387407302856,,,,,
realmlp,all,33,0.4336926314760657,0.4700610637664795,0.6416394114494324,0.5257252235622967,0.9203258875538322,1.1713476181030273,0.5394959072856342,0.5831862092018127
realmlp,kpx_group_1,33,0.43597232857171225,0.46315503120422363,0.6513921618461609,,,,,
realmlp,kpx_group_2,33,0.40009793551529155,0.4451868534088135,0.654816210269928,,,,,
realmlp,kpx_group_3,33,0.4650076307794627,0.5018412470817566,0.618709921836853,,,,,
realmlp,all,34,0.4254375490195611,0.4608394205570221,0.6501919031143188,0.5157916813212282,0.9035413414239883,1.1355323791503906,0.5396162928903804,0.5726069211959839
realmlp,kpx_group_1,34,0.42850633973584457,0.4435911178588867,0.6684855818748474,,,,,
realmlp,kpx_group_2,34,0.3940967856084599,0.4385369122028351,0.6591818332672119,,,,,
realmlp,kpx_group_3,34,0.45370952697361216,0.5003901124000549,0.622908353805542,,,,,
realmlp,all,35,0.41783326206838384,0.46442946791648865,0.6466755270957947,0.5070798212991041,0.8924656186033698,1.1321024894714355,0.5374284149969325,0.576015055179596
realmlp,kpx_group_1,35,0.42212040503235426,0.4555804133415222,0.6572204828262329,,,,,
realmlp,kpx_group_2,35,0.38802254901212807,0.4338713586330414,0.6647242307662964,,,,,
realmlp,kpx_group_3,35,0.44335682339528026,0.5038367509841919,0.6180817484855652,,,,,
realmlp,all,36,0.41226791327490525,0.47341522574424744,0.6398833394050598,0.5008288411533132,0.8856092288213617,1.1266789436340332,0.5383980230373495,0.5728515982627869
realmlp,kpx_group_1,36,0.4164610272821258,0.463071346282959,0.652104377746582,,,,,
realmlp,kpx_group_2,36,0.38314684392774806,0.4371809959411621,0.6615097522735596,,,,,
realmlp,kpx_group_3,36,0.4371958703679197,0.519993245601654,0.6060359477996826,,,,,
realmlp,all,37,0.40613945661222234,0.46904945373535156,0.6421016454696655,0.49385788773789124,0.877184296355528,1.1423105001449585,0.5347381400711396,0.5749629139900208
realmlp,kpx_group_1,37,0.41059568787322326,0.4595967233181,0.6540111303329468,,,,,
realmlp,kpx_group_2,37,0.3790489312480478,0.4370502829551697,0.6591585874557495,,,,,
realmlp,kpx_group_3,37,0.42877375115366545,0.5105013251304626,0.6131352186203003,,,,,
realmlp,all,38,0.4033050778157571,0.4677904546260834,0.6444728374481201,0.49060777048854265,0.8730269162093892,1.128426194190979,0.5342988599749172,0.5711210370063782
realmlp,kpx_group_1,38,0.40901455546126647,0.45658376812934875,0.656429648399353,,,,,
realmlp,kpx_group_2,38,0.3761924246654791,0.43444323539733887,0.6629384160041809,,,,,
realmlp,kpx_group_3,38,0.4247082498143701,0.5123443603515625,0.6140505075454712,,,,,
realmlp,all,39,0.40030720479348125,0.46910712122917175,0.642885684967041,0.4873110012096517,0.8700379781863269,1.1338351964950562,0.534780048272189,0.5718796849250793
realmlp,kpx_group_1,39,0.4063853809938711,0.4578964412212372,0.654818594455719,,,,,
realmlp,kpx_group_2,39,0.3741840444066945,0.43590933084487915,0.6622323989868164,,,,,
realmlp,kpx_group_3,39,0.42035218985641704,0.5135155320167542,0.6116060018539429,,,,,
realmlp,all,40,0.39944642080980186,0.4694467782974243,0.6425487995147705,0.48650718743310256,0.8706076259122175,1.1335266828536987,0.5362703589832082,0.5722973942756653
realmlp,kpx_group_1,40,0.4064614746500464,0.4594009518623352,0.654279887676239,,,,,
realmlp,kpx_group_2,40,0.37435882757691774,0.4354400038719177,0.6626800894737244,,,,,
realmlp,kpx_group_3,40,0.4175189680912915,0.5134994387626648,0.6106863617897034,,,,,
realmlp,all,41,0.39910463857300144,0.4694141447544098,0.6428173184394836,0.48619673488771215,0.8709209727890351,1.13467538356781,0.5358593498959261,0.5726340413093567
realmlp,kpx_group_1,41,0.40518439473474727,0.4592617452144623,0.6544075012207031,,,,,
realmlp,kpx_group_2,41,0.37268708120374117,0.4355064928531647,0.663284420967102,,,,,
realmlp,kpx_group_3,41,0.41944243101512685,0.5134743452072144,0.6107600331306458,,,,,
realmlp,all,42,0.39958960606771354,0.46976470947265625,0.6418204307556152,0.4865594028550036,0.8696979144040276,1.1303938627243042,0.5357232707388261,0.5754977464675903
realmlp,kpx_group_1,42,0.4064566755996031,0.46046242117881775,0.6528841257095337,,,,,
realmlp,kpx_group_2,42,0.37345434681457634,0.4337841272354126,0.6631802320480347,,,,,
realmlp,kpx_group_3,42,0.4188577900914585,0.5150474905967712,0.6093968749046326,,,,,
realmlp,all,43,0.40001311766750675,0.46862438321113586,0.6439140439033508,0.48707405784550833,0.8706094683969722,1.130305290222168,0.535509879098219,0.57425856590271
realmlp,kpx_group_1,43,0.40565648061387677,0.45866066217422485,0.6550067663192749,,,,,
realmlp,kpx_group_2,43,0.37487586237051906,0.434660404920578,0.6638807058334351,,,,,
realmlp,kpx_group_3,43,0.4195070122094715,0.5125522017478943,0.6128547191619873,,,,,
realmlp,all,44,0.40054202693350177,0.47062942385673523,0.6420575976371765,0.48764495025662813,0.8710292463793474,1.1298326253890991,0.53457872569561,0.5739237070083618
realmlp,kpx_group_1,44,0.40765785645036134,0.46189969778060913,0.6527196168899536,,,,,
realmlp,kpx_group_2,44,0.3746773784651476,0.4345623850822449,0.6630443930625916,,,,,
realmlp,kpx_group_3,44,0.41929083711960735,0.5154262185096741,0.6104087233543396,,,,,
realmlp,all,45,0.402370171073605,0.4712636470794678,0.6415192484855652,0.4895899146795273,0.8721974018742057,1.1352818012237549,0.5327293618636972,0.5749650597572327
realmlp,kpx_group_1,45,0.4081677825135343,0.45716264843940735,0.6571983098983765,,,,,
realmlp,kpx_group_2,45,0.3762655310771045,0.43664899468421936,0.6606951951980591,,,,,
realmlp,kpx_group_3,45,0.4226772083955653,0.5199794173240662,0.6066641807556152,,,,,
realmlp,all,46,0.4041357290218858,0.4645719826221466,0.6434138417243958,0.4912951799000011,0.8715944316457299,1.1430257558822632,0.5305028452592737,0.5584101676940918
realmlp,kpx_group_1,46,0.4091588583062677,0.448139488697052,0.658185601234436,,,,,
realmlp,kpx_group_2,46,0.3774709206293611,0.43544110655784607,0.6611871719360352,,,,,
realmlp,kpx_group_3,46,0.4257774234694593,0.510135293006897,0.6108688712120056,,,,,
realmlp,all,47,0.40661851886440725,0.4735466539859772,0.639774739742279,0.4942070491173688,0.87588531480116,1.1263079643249512,0.530175952350392,0.5669732093811035
realmlp,kpx_group_1,47,0.4114162523080321,0.45860615372657776,0.6532744765281677,,,,,
realmlp,kpx_group_2,47,0.38053127159090605,0.4373382031917572,0.6635968089103699,,,,,
realmlp,kpx_group_3,47,0.4279080221758169,0.5246955156326294,0.6024528741836548,,,,,
realmlp,all,48,0.4086520229192341,0.47169026732444763,0.6405066847801208,0.49596087064813166,0.8730885027086034,1.1502251625061035,0.527068135492942,0.5642268657684326
realmlp,kpx_group_1,48,0.4130799380295417,0.45823049545288086,0.6561222076416016,,,,,
realmlp,kpx_group_2,48,0.38133027360719796,0.43932023644447327,0.6588117480278015,,,,,
realmlp,kpx_group_3,48,0.43154583783710704,0.5175198316574097,0.6065860390663147,,,,,
realmlp,all,49,0.40938322947305794,0.46964576840400696,0.6429782509803772,0.49719707185731216,0.8781384028056088,1.1468325853347778,0.5223800741574344,0.5639193058013916
realmlp,kpx_group_1,49,0.4131452752386822,0.4580557346343994,0.6566116213798523,,,,,
realmlp,kpx_group_2,49,0.38228488319060383,0.4351919889450073,0.662802517414093,,,,,
realmlp,kpx_group_3,49,0.43271953963181553,0.5156896114349365,0.6095206141471863,,,,,
realmlp,all,50,0.41260651805821585,0.47130250930786133,0.640801727771759,0.5004708455765948,0.8786432357395396,1.1480752229690552,0.5195039076840177,0.5636990070343018
realmlp,kpx_group_1,50,0.4162220152861932,0.4560759961605072,0.655994713306427,,,,,
realmlp,kpx_group_2,50,0.3836912363767624,0.43646925687789917,0.6621802449226379,,,,,
realmlp,kpx_group_3,50,0.43790630601784764,0.5213623046875,0.6042303442955017,,,,,
realmlp,all,51,0.4131176975720069,0.47152963280677795,0.6415597200393677,0.5008752332890735,0.8775753405164269,1.118262529373169,0.5183379089131075,0.5579403042793274
realmlp,kpx_group_1,51,0.4174765466767199,0.4634683132171631,0.6512184143066406,,,,,
realmlp,kpx_group_2,51,0.3842751112054376,0.42894721031188965,0.6695520877838135,,,,,
realmlp,kpx_group_3,51,0.4376014247536659,0.5221733450889587,0.6039087772369385,,,,,
realmlp,all,52,0.41375816481954913,0.4721721112728119,0.6391785740852356,0.5015484164742863,0.8779025638804716,1.1498451232910156,0.5181123180424466,0.5477855205535889
realmlp,kpx_group_1,52,0.4181269113631809,0.4538649916648865,0.6570703983306885,,,,,
realmlp,kpx_group_2,52,0.3847627179587589,0.44079750776290894,0.6583698391914368,,,,,
realmlp,kpx_group_3,52,0.43838487521690483,0.5218536853790283,0.6020956635475159,,,,,
realmlp,all,53,0.4129649282378309,0.4719994068145752,0.6406275629997253,0.5009340153020971,0.8796909013215233,1.1126618385314941,0.5103235801353174,0.5487303733825684
realmlp,kpx_group_1,53,0.4174225325970089,0.45666319131851196,0.6560525298118591,,,,,
realmlp,kpx_group_2,53,0.3837549633839551,0.4365461766719818,0.6623224020004272,,,,,
realmlp,kpx_group_3,53,0.4377172834732953,0.5227888822555542,0.6035077571868896,,,,,
realmlp,all,54,0.4156042013098212,0.47223344445228577,0.6400997042655945,0.5036080768879723,0.8800387961022994,1.1538010835647583,0.5129682079834097,0.5583195686340332
realmlp,kpx_group_1,54,0.416326303692425,0.4673682153224945,0.6521347165107727,,,,,
realmlp,kpx_group_2,54,0.3877258655779502,0.4321036636829376,0.6638308763504028,,,,,
realmlp,kpx_group_3,54,0.4427604368504356,0.5172286033630371,0.6043334603309631,,,,,
realmlp,all,55,0.41403409225099225,0.47764620184898376,0.637185275554657,0.5016644053599414,0.876303138978341,1.0992980003356934,0.5084100190330955,0.5235614776611328
realmlp,kpx_group_1,55,0.417062454363879,0.46446144580841064,0.6522200107574463,,,,,
realmlp,kpx_group_2,55,0.3855637465329731,0.4357919991016388,0.6624573469161987,,,,,
realmlp,kpx_group_3,55,0.43947608243016634,0.5326851606369019,0.5968784689903259,,,,,
realmlp,all,56,0.41257957237608295,0.47710132598876953,0.6373977661132812,0.4999401849858901,0.8736060770118937,1.168714165687561,0.5027615340316997,0.5489868521690369
realmlp,kpx_group_1,56,0.41527721987051125,0.4425853490829468,0.6681694984436035,,,,,
realmlp,kpx_group_2,56,0.38512427754261913,0.44829654693603516,0.6507112979888916,,,,,
realmlp,kpx_group_3,56,0.4373372376841657,0.5404222011566162,0.5933124423027039,,,,,
realmlp,all,57,0.41104043099810095,0.4744161069393158,0.6400494575500488,0.49783774728284164,0.867973094477373,1.1187077760696411,0.5019848780596957,0.510538637638092
realmlp,kpx_group_1,57,0.4134187715895036,0.46978506445884705,0.6491380929946899,,,,,
realmlp,kpx_group_2,57,0.38351478690610213,0.4371573328971863,0.662024736404419,,,,,
realmlp,kpx_group_3,57,0.4361877130234943,0.5163058042526245,0.6089856624603271,,,,,
realmlp,all,58,0.4106820909415974,0.4955512583255768,0.6245524287223816,0.4973209088339525,0.8663882245035732,1.1279702186584473,0.49870020896196365,0.5395978689193726
realmlp,kpx_group_1,58,0.412970385130714,0.49098944664001465,0.6346917152404785,,,,,
realmlp,kpx_group_2,58,0.38291427756057067,0.4382271468639374,0.662114679813385,,,,,
realmlp,kpx_group_3,58,0.4361616026829271,0.5574371814727783,0.5768508911132812,,,,,
realmlp,all,59,0.4068867419572437,0.4833281934261322,0.6334851384162903,0.49347039355951194,0.865836492356132,1.1342705488204956,0.49941106096786614,0.5372767448425293
realmlp,kpx_group_1,59,0.40999973872128653,0.46924448013305664,0.6498072147369385,,,,,
realmlp,kpx_group_2,59,0.3813303012181731,0.43913954496383667,0.6600809097290039,,,,,
realmlp,kpx_group_3,59,0.4293301727841882,0.5416005849838257,0.5905672311782837,,,,,
realmlp,all,60,0.4061526358127594,0.4796734154224396,0.6366971135139465,0.4921299223514164,0.8597728145473144,1.1303850412368774,0.4959288178121342,0.5196919441223145
realmlp,kpx_group_1,60,0.4092770871870658,0.47599008679389954,0.6446796655654907,,,,,
realmlp,kpx_group_2,60,0.37886955369921294,0.4317494034767151,0.6659996509552002,,,,,
realmlp,kpx_group_3,60,0.43031127926181345,0.5312807559967041,0.5994120836257935,,,,,
realmlp,all,61,0.40005597165402246,0.47778818011283875,0.6385762691497803,0.4851500668069896,0.8509409410112044,1.0932754278182983,0.49390237953732996,0.5158464312553406
realmlp,kpx_group_1,61,0.4038133038317456,0.4537160396575928,0.6594716906547546,,,,,
realmlp,kpx_group_2,61,0.374238784698879,0.43786031007766724,0.66048264503479,,,,,
realmlp,kpx_group_3,61,0.42211583519683166,0.5417881011962891,0.5957744121551514,,,,,
realmlp,all,62,0.3979637184563805,0.46751999855041504,0.6420258283615112,0.48213641126366225,0.8417268842458725,1.1284300088882446,0.4911404576371698,0.5056976079940796
realmlp,kpx_group_1,62,0.40090223007342396,0.441676527261734,0.6658226251602173,,,,,
realmlp,kpx_group_2,62,0.37235769541824565,0.4359162449836731,0.6586562991142273,,,,,
realmlp,kpx_group_3,62,0.4206312276861247,0.5249673128128052,0.6015986204147339,,,,,
realmlp,all,63,0.39207298133303137,0.47521188855171204,0.6382028460502625,0.47542590998551426,0.8335292234140284,1.1376670598983765,0.4828858813818763,0.5132273435592651
realmlp,kpx_group_1,63,0.39528025029336705,0.4448680281639099,0.6657142639160156,,,,,
realmlp,kpx_group_2,63,0.3658502632204224,0.4347287118434906,0.6614301204681396,,,,,
