delivery_month,model,score,one_minus_nmae,ficr,kpx_group_1__nmae,kpx_group_1__ficr,kpx_group_2__nmae,kpx_group_2__ficr,kpx_group_3__nmae,kpx_group_3__ficr
2024-07,realmlp,0.6389857215911975,0.8622731483917225,0.4156982947906725,0.1395120221103031,0.3438234721878586,0.125053195073719,0.4895835036146214,0.14861533764081,0.4136879085695376
2024-08,realmlp,0.6085337219100608,0.8736830522638274,0.3433843915562942,0.1124428831804656,0.3943873940487576,0.1230869459183179,0.3493110567201991,0.1434210141097341,0.286454723899926
2024-09,realmlp,0.6874833348295412,0.9055049573371304,0.469461712321952,0.0955081491319227,0.5084990958777834,0.0971871468135523,0.4574410387171427,0.0907898320431338,0.44244500237093
2024-10,realmlp,0.6607539285018424,0.8901716754398799,0.431336181563805,0.0939721444357172,0.5478514471256517,0.1181416981116053,0.3904762288378571,0.117371131133038,0.3556808687279059
2024-11,realmlp,0.6639098217749911,0.8827859401119155,0.4450337034380667,0.1061512192692012,0.5158475716401019,0.1178337902667556,0.4718202448871108,0.1276571701282968,0.3474332937869877
2024-12,realmlp,0.6691562718385228,0.8794779679854721,0.4588345756915734,0.1046542217502704,0.5077134360236135,0.1072552346561292,0.5035192657231349,0.1496566396371843,0.3652710253279718
