model,target,step,train_loss,validation_loss,validation_score
realmlp,kpx_group_1,1,1.0707231199040133,0.7378734350204468,0.41118869185447693
realmlp,kpx_group_1,2,0.9935103611034506,0.6749638915061951,0.4742507040500641
realmlp,kpx_group_1,3,0.9634345971486148,0.6837196946144104,0.46929848194122314
realmlp,kpx_group_1,4,0.9319307882996166,0.6562160849571228,0.4929104745388031
realmlp,kpx_group_1,5,0.9037833792321822,0.7653308510780334,0.39416056871414185
realmlp,kpx_group_1,6,0.8818688611773884,0.6247689723968506,0.5228993892669678
realmlp,kpx_group_1,7,0.8540965336210588,0.6225584149360657,0.5260850787162781
realmlp,kpx_group_1,8,0.8276107153471779,0.5844447016716003,0.5534077882766724
realmlp,kpx_group_1,9,0.8132454340948778,0.6745245456695557,0.48871174454689026
realmlp,kpx_group_1,10,0.7879567952717051,0.5459163784980774,0.5813330411911011
realmlp,kpx_group_1,11,0.7747566822697135,0.5422176122665405,0.5882585048675537
realmlp,kpx_group_1,12,0.7654431716484182,0.5513231158256531,0.5814177393913269
realmlp,kpx_group_1,13,0.763523948543212,0.5625463724136353,0.5728467106819153
realmlp,kpx_group_1,14,0.7638851202586118,0.5603868365287781,0.5746049880981445
realmlp,kpx_group_1,15,0.7623842779327842,0.5899419188499451,0.5514767169952393
realmlp,kpx_group_1,16,0.758920414482846,0.5244995951652527,0.5939826369285583
realmlp,kpx_group_1,17,0.7598577851758284,0.5385476350784302,0.593204140663147
realmlp,kpx_group_1,18,0.756032373975305,0.6028382778167725,0.5412336587905884
realmlp,kpx_group_1,19,0.753837022711249,0.6308830976486206,0.5234388709068298
realmlp,kpx_group_1,20,0.754279506557128,0.6016358137130737,0.5411769151687622
realmlp,kpx_group_1,21,0.7553439376985326,0.6357080936431885,0.520241916179657
realmlp,kpx_group_1,22,0.7567784882643643,0.612254798412323,0.5304383039474487
realmlp,kpx_group_1,23,0.7544040101415971,0.5817567110061646,0.5516172647476196
realmlp,kpx_group_1,24,0.7506478262298247,0.6205442547798157,0.5323996543884277
realmlp,kpx_group_1,25,0.7463637537815991,0.5538771748542786,0.5799086093902588
realmlp,kpx_group_1,26,0.7370569644605413,0.6115384697914124,0.535828709602356
realmlp,kpx_group_1,27,0.7326147608897265,0.5494571924209595,0.579545259475708
realmlp,kpx_group_1,28,0.7237087663482217,0.6425160765647888,0.5183443427085876
realmlp,kpx_group_1,29,0.7105310243718764,0.584135115146637,0.5605757236480713
realmlp,kpx_group_1,30,0.7095832351376029,0.5544751882553101,0.574531078338623
realmlp,kpx_group_1,31,0.7020500267253202,0.4896976947784424,0.6130197048187256
realmlp,kpx_group_1,32,0.6950599744039423,0.5424486994743347,0.5853051543235779
realmlp,kpx_group_1,33,0.6867773269905764,0.5668184161186218,0.5705667734146118
realmlp,kpx_group_1,34,0.6792836978155024,0.49729281663894653,0.6202276349067688
realmlp,kpx_group_1,35,0.6715388455811668,0.502206563949585,0.6157400012016296
realmlp,kpx_group_1,36,0.6705412610488779,0.47043198347091675,0.6375392079353333
realmlp,kpx_group_1,37,0.6668701391009724,0.5328671932220459,0.598341166973114
realmlp,kpx_group_1,38,0.6659951849895365,0.5249863862991333,0.6046359539031982
realmlp,kpx_group_1,39,0.6670358566676869,0.5203123092651367,0.6066232919692993
realmlp,kpx_group_1,40,0.663725759176647,0.5195069909095764,0.6069687604904175
realmlp,kpx_group_1,41,0.6644676914986443,0.5200135111808777,0.60654616355896
realmlp,kpx_group_1,42,0.6644716604667551,0.5106240510940552,0.6111534237861633
realmlp,kpx_group_1,43,0.6615361229461783,0.495275616645813,0.6226105093955994
realmlp,kpx_group_1,44,0.6644699643639957,0.5047631859779358,0.6153058409690857
realmlp,kpx_group_1,45,0.6656235254862729,0.49862611293792725,0.6211833953857422
realmlp,kpx_group_1,46,0.6631101334796232,0.4747737646102905,0.6351598501205444
realmlp,kpx_group_1,47,0.6624737942920012,0.5158494114875793,0.6099992394447327
realmlp,kpx_group_1,48,0.6607020173002692,0.5016764402389526,0.6160739660263062
realmlp,kpx_group_1,49,0.6632335194770027,0.5207626223564148,0.6001965999603271
realmlp,kpx_group_1,50,0.6652593533782398,0.5136135220527649,0.6108431220054626
realmlp,kpx_group_1,51,0.669500989949002,0.5558415055274963,0.579076886177063
realmlp,kpx_group_1,52,0.6723401327343548,0.5102673768997192,0.6074777841567993
realmlp,kpx_group_1,53,0.6719551323091283,0.5096897482872009,0.605206310749054
realmlp,kpx_group_1,54,0.6701167252133874,0.5028298497200012,0.6121423244476318
realmlp,kpx_group_1,55,0.6716238663477057,0.4681587219238281,0.6402722001075745
realmlp,kpx_group_1,56,0.6719219307689106,0.5300239324569702,0.5965481996536255
realmlp,kpx_group_1,57,0.6745515816351947,0.49736544489860535,0.615793764591217
realmlp,kpx_group_1,58,0.6699611614732182,0.5354558825492859,0.5929422974586487
realmlp,kpx_group_1,59,0.6697387879385668,0.545020580291748,0.5914241671562195
realmlp,kpx_group_1,60,0.6685517316355425,0.5133079290390015,0.6108797788619995
