rank,model,display_name,validation_score,one_minus_nmae,ficr,dacon_score,dacon_one_minus_nmae,dacon_ficr
1,realmlp,RealMLP,0.6580184897886753,0.8798250357038094,0.4362119438735412,0.6300611065,0.8591154798,0.4010067333
